name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Cuesta Sport Sevilla,"['Fitness', 'Indoorcycling', 'Pilates']",False,"['S', 'M', 'L', 'XL']",S,Sevilla Centro - Casco Antiguo,"Cuesta del Rosario, 8",https://urbansportsclub.com//de/venues/cuesta-sport-sevilla-1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Cuesta Sport Sevilla', 'description': 'Areafit pone a tu servicio las instalaciones del gimnasio más importante del centro histórico y monumental de Sevilla. Con más de 1500 m2 ofrece equipamiento deportivo, saunas y multitud de actividades colectivas. Abierto los 365 días del año.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Sevilla, Spain', 'addressCountry': 'Spain', 'postalCode': '41004', 'streetAddress': 'Cuesta del Rosario, 8'}, 'telephone': '+34 955 06 97 23', 'geo': {'@type': 'GeoCoordinates', 'latitude': '37.3895549', 'longitude': '-5.9916442'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1026x577_Captura%20de%20pantalla%202019-10-18%20a%20las%2017.49.18_1572379552138806_admin.png?alt=media'}",37.3895549,-5.9916442,"Areafit pone a tu servicio las instalaciones del gimnasio más importante del centro histórico y monumental de Sevilla. Con más de 1500 m2 ofrece equipamiento deportivo, saunas y multitud de actividades colectivas. Abierto los 365 días del año."
Solo Padel,['Padel'],False,"['M', 'L', 'XL']",M,Alcalá de Guadaira,"Calle de la Red Diecisiete, 53",https://urbansportsclub.com//de/venues/solo-padel,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Solo Padel', 'description': 'MEN SANA IN CORPORE SANO Solo Padel es el club ideal para disfrutar de tu tiempo al aire libre, con familia y amigos, practicando nuestro deporte preferido. El club cuenta con 6 pistas de cristal, bar cafetería y amplia terraza de verano. Medidas sanitarias tomadas: - Se recomienda el uso de guantes y mascarilla.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Sevilla, Spain', 'addressCountry': 'Spain', 'postalCode': '41500', 'streetAddress': 'Calle de la Red Diecisiete, 53'}, 'telephone': '+49 6664 67884', 'geo': {'@type': 'GeoCoordinates', 'latitude': '37.3717823', 'longitude': '-5.8921345'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_plantilla%20modif7_1563794405555440_admin.png?alt=media'}",37.3717823,-5.8921345,"MEN SANA IN CORPORE SANO Solo Padel es el club ideal para disfrutar de tu tiempo al aire libre, con familia y amigos, practicando nuestro deporte preferido. El club cuenta con 6 pistas de cristal, bar cafetería y amplia terraza de verano. Medidas sanitarias tomadas: - Se recomienda el uso de guantes y mascarilla."
Galaxy CrossFit®,"['Crosstraining', 'Funktionelles Training']",False,"['S', 'M', 'L', 'XL']",S,Santa clara,"Calle Nivel, 14",https://urbansportsclub.com//de/venues/galaxy-crossfitr,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Galaxy CrossFit®', 'description': 'Profesionalidad, técnica, salud, diversión... somos CrossFit® en estado puro con el impulso que estabas esperando.. Tú pones el esfuerzo, nosotros te llevamos hacia el triunfo. ¡Súbete a la nave que estamos a punto de despegar! ¡AD ASTRA! Hasta las estrellas, a pesar de las dificultades. MEDIDAS SANITARIAS: - Acceso exclusivamente para personas con reserva y permanencia en las instalaciones por el tiempo de la sesión de entrenamiento. - Uso de mascarilla al acceder y espera. - Desinfección de manos y zapatos a la entrada mantenimiento del distanciamiento social. - Desinfección de la instalación completa dos veces al día y del material tras el uso de cada usuario con productos adecuados de uso individual. - Ventilación de la instalación en todo momento. - Uso restringido de aseos, vestuarios y duchas (bajo petición).', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Sevilla, Spain', 'addressCountry': 'Spain', 'postalCode': '41008', 'streetAddress': 'Calle Nivel, 14'}, 'telephone': '+34 676 58 28 03', 'geo': {'@type': 'GeoCoordinates', 'latitude': '37.4125094', 'longitude': '-5.9586006'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_3189x1794_IMG_20190907_164911_2_1568035052159683_admin.jpg?alt=media'}",37.4125094,-5.9586006,"Profesionalidad, técnica, salud, diversión... somos CrossFit® en estado puro con el impulso que estabas esperando.. Tú pones el esfuerzo, nosotros te llevamos hacia el triunfo. ¡Súbete a la nave que estamos a punto de despegar! ¡AD ASTRA! Hasta las estrellas, a pesar de las dificultades. MEDIDAS SANITARIAS: - Acceso exclusivamente para personas con reserva y permanencia en las instalaciones por el tiempo de la sesión de entrenamiento. - Uso de mascarilla al acceder y espera. - Desinfección de manos y zapatos a la entrada mantenimiento del distanciamiento social. - Desinfección de la instalación completa dos veces al día y del material tras el uso de cada usuario con productos adecuados de uso individual. - Ventilación de la instalación en todo momento. - Uso restringido de aseos, vestuarios y duchas (bajo petición)."
Lowfit Dos Hermanas,"['Aqua', 'Fitness', 'Funktionelles Training', 'Indoorcycling', 'Pilates', 'Yoga']",False,"['S', 'M', 'L', 'XL']",S,Dos Hermanas,"Avenida de la Libertad, 5",https://urbansportsclub.com//de/venues/lowfit-dos-hermanas,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Lowfit Dos Hermanas', 'description': 'Un centro con el mejor equipamiento y con unas instalaciones que ofrecen toda la comodidad a nuestros clientes, con una nueva zona de aguas con dos piscinas (nado libre y cursos). Además, Lowfit Dos Hermanas cuenta con una gran superficie de sala de fitness, 3 salas de actividades dirigidas completamente equipadas, zonas específicas para entrenamiento funcional, unos amplios vestuarios y parking propio.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Sevilla, Spain', 'addressCountry': 'Spain', 'postalCode': '41703', 'streetAddress': 'Avenida de la Libertad, 5'}, 'telephone': '+34 955 67 09 84', 'geo': {'@type': 'GeoCoordinates', 'latitude': '37.2893199', 'longitude': '-5.93275'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_2000x1125_dos%20hermanas%201_1620035717480734_admin.jpg?alt=media'}",37.2893199,-5.93275,"Un centro con el mejor equipamiento y con unas instalaciones que ofrecen toda la comodidad a nuestros clientes, con una nueva zona de aguas con dos piscinas (nado libre y cursos). Además, Lowfit Dos Hermanas cuenta con una gran superficie de sala de fitness, 3 salas de actividades dirigidas completamente equipadas, zonas específicas para entrenamiento funcional, unos amplios vestuarios y parking propio."
Yoga Studio Keep Moving,['Yoga'],False,"['M', 'L', 'XL']",M,Bermejales,"Av Paseo de Europa, 27",https://urbansportsclub.com//de/venues/yoga-studio-keep-moving,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Studio Keep Moving', 'description': 'Keep Moving Sevilla es el lugar donde puedes encontrar equilibrio, armonía y la renovación de energía en medio del ajetreo de las presiones diarias. Relájate y disfruta de una experiencia personalizada de Yoga en nuestra escuela.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Sevilla, Spain', 'addressCountry': 'Spain', 'postalCode': '41012', 'streetAddress': 'Av Paseo de Europa, 27'}, 'telephone': '+34 657 43 89 68', 'geo': {'@type': 'GeoCoordinates', 'latitude': '37.3450086', 'longitude': '-5.978508'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_plantilla%20modificada%202_1575968538242494_admin.png?alt=media'}",37.3450086,-5.978508,"Keep Moving Sevilla es el lugar donde puedes encontrar equilibrio, armonía y la renovación de energía en medio del ajetreo de las presiones diarias. Relájate y disfruta de una experiencia personalizada de Yoga en nuestra escuela."
Lemon Yoga,"['Aerial', 'Yoga']",False,"['M', 'L', 'XL']",M,San Lorenzo,"Calle Curtidurías, 12",https://urbansportsclub.com//de/venues/lemon-yoga,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Lemon Yoga', 'description': 'Con más de 20 clases semanales de yoga, te animamos a que pruebes diferentes profesores y estilos para completar tu práctica y encontrar lo que mejor te siente para tu cuerpo. With more than 20 weekly yoga classes, we encourage you to try different teachers and intensities to round out your practice and find what feels best for your own body. Clases disponibles en inglés y español.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Sevilla, Spain', 'addressCountry': 'Spain', 'postalCode': '41002', 'streetAddress': 'Calle Curtidurías, 12'}, 'telephone': '+34 955 27 20 19', 'geo': {'@type': 'GeoCoordinates', 'latitude': '37.3983652', 'longitude': '-5.9998997'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1100x619_Lemon%20Yoga%20III_158349231276124_admin.png?alt=media'}",37.3983652,-5.9998997,"Con más de 20 clases semanales de yoga, te animamos a que pruebes diferentes profesores y estilos para completar tu práctica y encontrar lo que mejor te siente para tu cuerpo. With more than 20 weekly yoga classes, we encourage you to try different teachers and intensities to round out your practice and find what feels best for your own body. Clases disponibles en inglés y español."
Areafit® Montequinto,"['Boxsport', 'Fitness', 'Funktionelles Training', 'Indoorcycling', 'Pilates', 'Qi Gong und Tai Chi', 'Yoga']",False,"['S', 'M', 'L', 'XL']",S,Montequinto,"Calle Capri, s/n",https://urbansportsclub.com//de/venues/areafit-montequinto,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Areafit® Montequinto', 'description': 'Areafit® Montequinto es un gimnasio de enormes dimensiones con unas instalaciones premium y bajo coste para los usuarios. Disfruta de multitud de actividades dirigidas o ven a entrenar con nuestro equipamiento deportivo de última generación.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Sevilla, Spain', 'addressCountry': 'Spain', 'postalCode': '41089', 'streetAddress': 'Calle Capri, s/n'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '37.3366605', 'longitude': '-5.9262064'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_plantilla%20areafit_1572005185751502_admin.png?alt=media'}",37.3366605,-5.9262064,Areafit® Montequinto es un gimnasio de enormes dimensiones con unas instalaciones premium y bajo coste para los usuarios. Disfruta de multitud de actividades dirigidas o ven a entrenar con nuestro equipamiento deportivo de última generación.
CrossFit® RockHeart,['Crosstraining'],False,"['S', 'M', 'L', 'XL']",S,Alcalá de Guadaira,"Ronda de Cabeza Hermosa, 40",https://urbansportsclub.com//de/venues/crossfitr-rockheart,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'CrossFit® RockHeart', 'description': 'Crossfit® se define como un sistema de entrenamiento de fuerza y acondicionamiento basado en ejercicios funcionales constantemente variados realizados a una alta intensidad. Es fácil escribirlo o explicarlo pero difícil entenderlo hasta que lo vivas. Ven a probarlo, ¡que no te lo cuenten!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Sevilla, Spain', 'addressCountry': 'Spain', 'postalCode': '41500', 'streetAddress': 'Ronda de Cabeza Hermosa, 40'}, 'telephone': '+34 640 71 14 61', 'geo': {'@type': 'GeoCoordinates', 'latitude': '37.3498853', 'longitude': '-5.865618'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_plantilla%20modif1_1565251268994053_admin.png?alt=media'}",37.3498853,-5.865618,"Crossfit® se define como un sistema de entrenamiento de fuerza y acondicionamiento basado en ejercicios funcionales constantemente variados realizados a una alta intensidad. Es fácil escribirlo o explicarlo pero difícil entenderlo hasta que lo vivas. Ven a probarlo, ¡que no te lo cuenten!"
Germano Sport,"['Fitness', 'Sauna']",False,"['S', 'M', 'L', 'XL']",S,Macarena,"Calle Macarena, 38",https://urbansportsclub.com//de/venues/germano-sport,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Germano Sport', 'description': 'Germano Sport es un centro que destaca por su gran profesionalidad y amabilidad. Tenemos un personal altamente cualificado para la realización y planteamiento de entrenamientos personalizados, contando con equipos de competición en fisioculturismo. Servicio de dietas y seguimientos personalizado de monitores. En sus 800 m2 de espacio en su centro de la Macarena podrás encontrar maquinaria profesional para la práctica del culturismo de alto nivel. Visítanos sin compromiso y lo comprobarás personalmente. En nuestras instalaciones podrás realizar: Tonificación · Cardiovascular · Musculación · Fisioculturismo · Sauna · Solarium · Equipo de competición con más de 10 años de experiencia *** MEDIDAS SANITARIAS *** - Control de temperatura en accesos - Mascarilla obligatoria en zonas comunes - Desinfectar la máquina una vez utilizada - Toalla obligatoria - Distancia de seguridad', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Sevilla, Spain', 'addressCountry': 'Spain', 'postalCode': '41003', 'streetAddress': 'Calle Macarena, 38'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '37.4018708', 'longitude': '-5.9868152'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1060x596_od7j88yxbma968mna7bj_1685454859117010.png?generation=1685454859194647&amp;alt=media'}",37.4018708,-5.9868152,"Germano Sport es un centro que destaca por su gran profesionalidad y amabilidad. Tenemos un personal altamente cualificado para la realización y planteamiento de entrenamientos personalizados, contando con equipos de competición en fisioculturismo. Servicio de dietas y seguimientos personalizado de monitores. En sus 800 m2 de espacio en su centro de la Macarena podrás encontrar maquinaria profesional para la práctica del culturismo de alto nivel. Visítanos sin compromiso y lo comprobarás personalmente. En nuestras instalaciones podrás realizar: Tonificación · Cardiovascular · Musculación · Fisioculturismo · Sauna · Solarium · Equipo de competición con más de 10 años de experiencia *** MEDIDAS SANITARIAS *** - Control de temperatura en accesos - Mascarilla obligatoria en zonas comunes - Desinfectar la máquina una vez utilizada - Toalla obligatoria - Distancia de seguridad"
Yo10 Sevilla,"['Fitness', 'Indoorcycling', 'Yoga']",False,"['M', 'L', 'XL']",M,Isla de la Cartuja,C/ PIROTECNIA S/N,https://urbansportsclub.com//de/venues/yo10-sevilla,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yo10 Sevilla', 'description': 'Situado en el C.C. Torre-Sevilla y con unas privilegiadas vistas sobre el río Guadalquivir, nuestras instalaciones ofrecen un centro con el mejor equipamiento, la última tecnología, un diseño innovador y con unas instalaciones que ofrecen toda la comodidad a nuestros clientes.xa0 Equipado con Technogym, cuenta con Sauna y Baño turco y parking incluido para los abonados.xa0', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Sevilla, Spain', 'addressCountry': 'Spain', 'postalCode': '41013', 'streetAddress': 'C/ PIROTECNIA S/N'}, 'telephone': '+34 955 75 41 85', 'geo': {'@type': 'GeoCoordinates', 'latitude': '37.3752607', 'longitude': '-5.9767778'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_yo10%20sevilla%205_1620037138520857_admin.jpg?alt=media'}",37.3752607,-5.9767778,"Situado en el C.C. Torre-Sevilla y con unas privilegiadas vistas sobre el río Guadalquivir, nuestras instalaciones ofrecen un centro con el mejor equipamiento, la última tecnología, un diseño innovador y con unas instalaciones que ofrecen toda la comodidad a nuestros clientes.xa0 Equipado con Technogym, cuenta con Sauna y Baño turco y parking incluido para los abonados.xa0"
