name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Rocycle Rotterdam,['Indoor Cycling'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Stadscentrum,Mariniersweg 39,https://urbansportsclub.com//en/venues/rocycle-rotterdam,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Rocycle Rotterdam', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Rotterdam, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3011 NE', 'streetAddress': 'Mariniersweg 39'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.9235035', 'longitude': '4.4886969'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_peghcu1dlx5khh1awplu_1727438817471586.png?generation=1727438817563807&amp;alt=media'}",51.9235035,4.4886969,
YG Studios Lijnbaan,"['Boxing Sports', 'Fitness', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Stadscentrum,Lijnbaan 31,https://urbansportsclub.com//en/venues/yg-studios-lijnbaan,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'YG Studios Lijnbaan', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Rotterdam, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3012 EK', 'streetAddress': 'Lijnbaan 31'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.923258', 'longitude': '4.4753612'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_m76coizxovtck6cmj9hj_1726509009173079.png?generation=1726509009288579&amp;alt=media'}",51.923258,4.4753612,
Lucie With the Six Punches,"['Boxing Sports', 'Fitness', 'Hyrox', 'Running']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Stadscentrum,Weena 103,https://urbansportsclub.com//en/venues/lucie-with-the-six-punches,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Lucie With the Six Punches', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Rotterdam, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3013 CH', 'streetAddress': 'Weena 103'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.9248225', 'longitude': '4.4765798'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_jabov6l2ct9zjig1uxgc_1727195682552871.png?generation=1727195682648403&amp;alt=media'}",51.9248225,4.4765798,
BTY CLB Coolsingel,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Stadscentrum,Coolsingel 51,https://urbansportsclub.com//en/venues/bty-clb-coolsingel,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'BTY CLB Coolsingel', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Rotterdam, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3012 EC', 'streetAddress': 'Coolsingel 51'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.923065', 'longitude': '4.47787'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_lldfgtiyahbn1yndlx0x_1727101301548733.png?generation=1727101301640991&amp;alt=media'}",51.923065,4.47787,
BodyBase Studios Rotterdam City,"['Bootcamp', 'Pilates']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Stadscentrum,Van Vollenhovenstraat 5d,https://urbansportsclub.com//en/venues/bodybase-studios-rotterdam-ml,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'BodyBase Studios Rotterdam City', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Rotterdam, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3016 BE', 'streetAddress': 'Van Vollenhovenstraat 5d'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.9101708', 'longitude': '4.4769675'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1200x674_lyr2po4rl1tconjn25h4_1727170363621021.png?generation=1727170363732926&amp;alt=media'}",51.9101708,4.4769675,
Kula,"['Meditation', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Delfshaven,Abraham Tuschinskistraat 54,https://urbansportsclub.com//en/venues/kula,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Kula', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Rotterdam, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3015 GK', 'streetAddress': 'Abraham Tuschinskistraat 54'}, 'telephone': '+31 10 310 7953', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.9093015', 'longitude': '4.4636863'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_oge6uoxm7abqphwccepd_1729495240944878.png?generation=1729495241083263&amp;alt=media'}",51.9093015,4.4636863,
Sportfondsen Oostelijk Zwembad,['Swimming'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Kralingen-Crooswijk,Gerdesiaweg 480,https://urbansportsclub.com//en/venues/oostelijk-zwembad,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Sportfondsen Oostelijk Zwembad', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Rotterdam, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3061 RA', 'streetAddress': 'Gerdesiaweg 480'}, 'telephone': '+44 104136444', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.9258959', 'longitude': '4.4979782'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_gbphgotlzfo5sapfesvv_1727857344501744.png?generation=1727857344560017&amp;alt=media'}",51.9258959,4.4979782,
Padelclub Rotterdam - Feyenoord,['Tennis'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Feijenoord,Korte Stadionweg 109,https://urbansportsclub.com//en/venues/padelclub-feyenoord,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Padelclub Rotterdam - Feyenoord', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Rotterdam, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3077 ME', 'streetAddress': 'Korte Stadionweg 109'}, 'telephone': '+44 103220100', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.9010183', 'longitude': '4.5142168'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_aq8uclqfv516fuhxdtll_17265634691581.png?generation=1726563469142730&amp;alt=media'}",51.9010183,4.5142168,
Aikido Enshukai,['Traditional Asian Martial Arts'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noord,Van Vlooswijkstraat,https://urbansportsclub.com//en/venues/aikido-enshukai,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Aikido Enshukai', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Rotterdam, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3039', 'streetAddress': 'Van Vlooswijkstraat'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.9319679', 'longitude': '4.4592624'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_r4mnlqcjh5cuscki4cyl_1727362092492231.png?generation=1727362092608653&amp;alt=media'}",51.9319679,4.4592624,
Home of Performance,"['Boxing Sports', 'Functional Training', 'Hyrox']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Stadscentrum,Willemsplein 499,https://urbansportsclub.com//en/venues/home-of-performance,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Home of Performance', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Rotterdam, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3016 DN', 'streetAddress': 'Willemsplein 499'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.9099073', 'longitude': '4.4821678'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1200x674_bafrnyuezwugc4bieo6c_1726816040242818.png?generation=1726816040356086&amp;alt=media'}",51.9099073,4.4821678,
