name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
ADM yoga Antwerp (Atelier Du Mon),"['Pilates', 'Yoga']",False,"['Classic', 'Premium', 'Max']",Classic,Sint-Andries,Happaertstraat 26,https://urbansportsclub.com//en/venues/atelier-du-mon,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'ADM yoga Antwerp (Atelier Du Mon)', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2000', 'streetAddress': 'Happaertstraat 26'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.2151346', 'longitude': '4.4014522'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_320x180_slzecuehwg2b4e4hpzen_1740408787170424.png?generation=1740408787216938&amp;alt=media'}",51.2151346,4.4014522,
Crossfit W - Schoten,"['Bootcamp', 'Crosstraining', 'Hyrox']",False,"['Classic', 'Premium', 'Max']",Classic,Schoten,Geuzenveldenstraat 12b,https://urbansportsclub.com//en/venues/crossfit-w-schoten,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Crossfit W - Schoten', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2900', 'streetAddress': 'Geuzenveldenstraat 12b'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.248188', 'longitude': '4.507652'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_734x412_thjc7dpadferzffyhom5_1740738235225499.png?generation=1740738235320519&amp;alt=media'}",51.248188,4.507652,
Dobber - Boom | De Schorre,['Stand Up Paddling'],False,"['Classic', 'Premium', 'Max']",Classic,Boom,Schommelei 1,https://urbansportsclub.com//en/venues/dobber-boom-de-schorre,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Dobber - Boom | De Schorre', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2850', 'streetAddress': 'Schommelei 1'}, 'telephone': '_', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.0883462', 'longitude': '4.3822605'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1240x697_v2u2bhzwq3bbppq6rkgp_177582722132121.png?generation=1775827221190243&amp;alt=media'}",51.0883462,4.3822605,
Dobber - Herentals | Jachthaven,['Stand Up Paddling'],False,"['Classic', 'Premium', 'Max']",Classic,Herentals,Noordervaart 45,https://urbansportsclub.com//en/venues/dobber-herentals-jachthaven,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Dobber - Herentals | Jachthaven', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2200', 'streetAddress': 'Noordervaart 45'}, 'telephone': '_', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.1780918', 'longitude': '4.8581227'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1240x697_elaeu3cfhvk8dul66grd_1775827992340958.png?generation=1775827992501625&amp;alt=media'}",51.1780918,4.8581227,
Dobber - Maaseik | Herenlaak,['Stand Up Paddling'],False,"['Classic', 'Premium', 'Max']",Classic,Maaseik,Houtweg,https://urbansportsclub.com//en/venues/dobber-maaseik-herenlaak,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Dobber - Maaseik | Herenlaak', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '3680', 'streetAddress': 'Houtweg'}, 'telephone': '_', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.1083401', 'longitude': '5.8080743'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1240x697_gkpq4ies2iuwjn2bpjhm_1775828437546324.png?generation=1775828437696381&amp;alt=media'}",51.1083401,5.8080743,
Dobber - Mol | Zilvermeerhaven,['Stand Up Paddling'],False,"['Classic', 'Premium', 'Max']",Classic,Mol,Zilvermeerlaan 9,https://urbansportsclub.com//en/venues/dobber-mol-zilvermeerhaven,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Dobber - Mol | Zilvermeerhaven', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2400', 'streetAddress': 'Zilvermeerlaan 9'}, 'telephone': '_', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.2271092', 'longitude': '5.1709888'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1240x697_ngln72shvmtemmafrvui_1775826797901614.png?generation=1775826798017047&amp;alt=media'}",51.2271092,5.1709888,
Dobber - Turnhout | Nieuwe Kaai,['Stand Up Paddling'],False,"['Classic', 'Premium', 'Max']",Classic,Turnhout,Nieuwe Kaai 50,https://urbansportsclub.com//en/venues/dobber-turnhout-nieuwe-kaai,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Dobber - Turnhout | Nieuwe Kaai', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2300', 'streetAddress': 'Nieuwe Kaai 50'}, 'telephone': '_', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.3268538', 'longitude': '4.9283794'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1240x697_emzph9dj2nikdjby2bql_1775828564705016.png?generation=1775828564804968&amp;alt=media'}",51.3268538,4.9283794,
EDGE ANTWERP,"['Fitness', 'Running', 'Yoga']",False,"['Classic', 'Premium', 'Max']",Classic,Sint-Andries,Klapdorp 70A,https://urbansportsclub.com//en/venues/edge-antwerp,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'EDGE ANTWERP', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2000', 'streetAddress': 'Klapdorp 70A'}, 'telephone': '+44 478424630', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.2249032', 'longitude': '4.4063984'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1365x767_zogfxlsvnoangldbxhzm_174904712331882.png?generation=1749047123123049&amp;alt=media'}",51.2249032,4.4063984,
Force Antwerp,"['Boxing Sports', 'Free Fight', 'Mixed Martial Arts', 'Traditional Asian Martial Arts', 'Yoga']",False,"['Classic', 'Premium', 'Max']",Classic,Eilandje,Joossensgang 8b,https://urbansportsclub.com//en/venues/force-antwerp,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Force Antwerp', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2060', 'streetAddress': 'Joossensgang 8b'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.2328043', 'longitude': '4.4221232'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_980x551_ws260zovguooe0blbhqj_1751363240891574.png?generation=1751363240986403&amp;alt=media'}",51.2328043,4.4221232,
JIMS Aartselaar,"['Dance', 'Fitness', 'Indoor Cycling', 'Modern Self Defense', 'Pilates', 'Relaxation']",False,"['Premium', 'Max']",Premium,Aartselaar,Kontichsesteenweg 73,https://urbansportsclub.com//en/venues/jims-aartselaar,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'JIMS Aartselaar', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Anvers, Belgium', 'addressCountry': 'Belgium', 'postalCode': '2630', 'streetAddress': 'Kontichsesteenweg 73'}, 'telephone': '+44 034581868', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.1450825', 'longitude': '4.3965851'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_pfotr4jfz8qbkwiqfjl5_1772715634357055.png?generation=1772715634502654&amp;alt=media'}",51.1450825,4.3965851,
