name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Injoy Gifhorn,"['Aqua', 'Dance', 'Fitness', 'Functional Training', 'Indoor Cycling', 'Pilates', 'Yoga']",False,['Max'],Max,Gifhorn,Im Weilandmoor 9,https://urbansportsclub.com//en/venues/injoy-gifhorn,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Injoy Gifhorn', 'description': 'injoy gifhorn freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Wolfsburg, Germany', 'addressCountry': 'Germany', 'postalCode': '38518', 'streetAddress': 'Im Weilandmoor 9'}, 'telephone': '+44 537113591', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.471311646', 'longitude': '10.527334493'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_qetvyrmzhp9xwvrglmdl_1727345156677984.png?generation=1727345156780233&amp;alt=media'}",52.471311646,10.527334493,injoy gifhorn freut sich auf Dich!
Sportstudio Wolfsburg Erfurter Ring,['Fitness'],False,"['Classic', 'Premium', 'Max']",Classic,Westhagen,Erfurter Ring 14,https://urbansportsclub.com//en/venues/sportstudio-wolfsburg-erfurter-ring,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Sportstudio Wolfsburg Erfurter Ring', 'description': '.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Wolfsburg, Germany', 'addressCountry': 'Germany', 'postalCode': '38444', 'streetAddress': 'Erfurter Ring 14'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.4002714', 'longitude': '10.7489329'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_tlmzg1iifmmrezajnccs_1722242599551521.png?generation=1722242599675703&amp;alt=media'}",52.4002714,10.7489329,.
Schien Fitness - Personal Training Wolfsburg,"['Fitness', 'Functional Training']",False,"['Classic', 'Premium', 'Max']",Classic,Nordstadt,Zu dem Balken 25,https://urbansportsclub.com//en/venues/schien-fitness-personal-training-wolfsburg,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Schien Fitness - Personal Training Wolfsburg', 'description': 'Schien Fitness - Personal Training Wolfsburg freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Wolfsburg, Germany', 'addressCountry': 'Germany', 'postalCode': '38448', 'streetAddress': 'Bartenslebenring 2'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.4484131', 'longitude': '10.801215'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1232x693_BoxingSport%20(1)_1697446821792158_admin.jpg?generation=1697446821890708&amp;alt=media'}",52.4484131,10.801215,Schien Fitness - Personal Training Wolfsburg freut sich auf Dich!
Yogavaras,['Yoga'],False,"['Classic', 'Premium', 'Max']",Classic,Stadtmitte,Amselweg 51,https://urbansportsclub.com//en/venues/yogavaras,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yogavaras', 'description': 'Das Wohlbefinden, das Du auf der Matte erfährst, wird Dir Kraft und Energie im Alltag spenden. Die Übungen zur Entspannung aus den Yogastunden werden Dir auch abseits der Matte zu mehr Gelassenheit verhelfen. Erschöpfungszuständen und Stress kann somit gezielt entgegengewirkt werden. Und zu guter Letzt stärkst Du durch die Asanas Deinen Körper und Dein Immunsystem. Viele Menschen spüren bei einer regelmäßigen Praxis eine Linderung von Rückenschmerzen und erfreuen sich einer neu gewonnenen Flexibilität ihres Körpers. Führt man sich dies nun alles vor Augen, wird klar, dass Yoga für jeden zugänglich und praktizierbar ist. Völlig unabhängig von Alter, Geschlecht, Größe, Gewicht oder sonstigen Attributen, die wir uns gerne zuschreiben. Wichtig ist dabei nur, dass man seinen „Yoga-Stil“ findet – das richtige Maß an körperlicher, geistiger und spiritueller Förderung und einem Yogalehrer, dem man vertraut. Natürlich handelt es sich bei all dem um einen langangelegten Prozess, doch wirst Du die positiven Auswirkungen sicherlich schon nach kurzer Zeit spüren können.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Wolfsburg, Germany', 'addressCountry': 'Germany', 'postalCode': '38440', 'streetAddress': 'Porschestr. 100'}, 'telephone': '+49 176 44454356', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.4193654', 'longitude': '10.7845282'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_3731x2099_Kursraum_neu2.jpg?alt=media'}",52.4193654,10.7845282,"Das Wohlbefinden, das Du auf der Matte erfährst, wird Dir Kraft und Energie im Alltag spenden. Die Übungen zur Entspannung aus den Yogastunden werden Dir auch abseits der Matte zu mehr Gelassenheit verhelfen. Erschöpfungszuständen und Stress kann somit gezielt entgegengewirkt werden. Und zu guter Letzt stärkst Du durch die Asanas Deinen Körper und Dein Immunsystem. Viele Menschen spüren bei einer regelmäßigen Praxis eine Linderung von Rückenschmerzen und erfreuen sich einer neu gewonnenen Flexibilität ihres Körpers. Führt man sich dies nun alles vor Augen, wird klar, dass Yoga für jeden zugänglich und praktizierbar ist. Völlig unabhängig von Alter, Geschlecht, Größe, Gewicht oder sonstigen Attributen, die wir uns gerne zuschreiben. Wichtig ist dabei nur, dass man seinen „Yoga-Stil“ findet – das richtige Maß an körperlicher, geistiger und spiritueller Förderung und einem Yogalehrer, dem man vertraut. Natürlich handelt es sich bei all dem um einen langangelegten Prozess, doch wirst Du die positiven Auswirkungen sicherlich schon nach kurzer Zeit spüren können."
Fitness First Gifhorn,"['Dance', 'Fitness']",False,"['Classic', 'Premium', 'Max']",Classic,Gifhorn,Celler Straße 110,https://urbansportsclub.com//en/venues/fitness-first-gifhorn,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Fitness First Gifhorn', 'description': 'FITNESSLOFT FITNESS NEU ERLEBEN. „Fitness neu erleben“ – hier stehst Du im Mittelpunkt. Seit der Gründung 2009 breitet sich das FitnessLOFT mit seinem individuellen Lifestyle-Entwurf stetig weiter aus. Wir beweisen, was andere nur versprechen: Im LOFT erreichst Du Deine Ziele – ohne Kompromiss! Wie das geht? Qualitative Ausstattung und loftiges Ambiente schaffen einen Wohlfühlort, den Du am liebsten gar nicht mehr verlassen möchtest. Moderne Geräte, fundierte Trainingsmethoden und eigens ausgebildete Trainer sind dem FitnessLOFT wichtig. Dank Kraft- und Cardiogeräten, dem populären TRX- und Vibrationstraining sowie dem modernen, chipgesteuerten milon Zirkel können Mitglieder sich in die Form ihres Lebens trainieren. Deine Workout-Buddys dürfen nicht fehlen? Bei dem im Monat 200 Kurse umfassenden Kursprogramm bleibt kein T-Shirt trocken – zusammen schafft ihr alles! Von Zumba® über Langhantelkurse bis hin zu Pilates kann sich ordentlich ausgepowert werden - und das zu einem fairen Preis-Leistungsverhältnis. Du willst Teil der Fitnessloft-Community werden? Dann verschaffe Dir einen eigenen Eindruck und besuche uns. Das FitnessLOFT-Team freut sich auf Dich.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Wolfsburg, Germany', 'addressCountry': 'Germany', 'postalCode': '38518', 'streetAddress': 'Celler Straße 110'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.4867007', 'longitude': '10.5168828'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_qteh1b1rjcrcwua0xubq_1699346073222266.png?generation=1699346073300975&amp;alt=media'}",52.4867007,10.5168828,"FITNESSLOFT FITNESS NEU ERLEBEN. „Fitness neu erleben“ – hier stehst Du im Mittelpunkt. Seit der Gründung 2009 breitet sich das FitnessLOFT mit seinem individuellen Lifestyle-Entwurf stetig weiter aus. Wir beweisen, was andere nur versprechen: Im LOFT erreichst Du Deine Ziele – ohne Kompromiss! Wie das geht? Qualitative Ausstattung und loftiges Ambiente schaffen einen Wohlfühlort, den Du am liebsten gar nicht mehr verlassen möchtest. Moderne Geräte, fundierte Trainingsmethoden und eigens ausgebildete Trainer sind dem FitnessLOFT wichtig. Dank Kraft- und Cardiogeräten, dem populären TRX- und Vibrationstraining sowie dem modernen, chipgesteuerten milon Zirkel können Mitglieder sich in die Form ihres Lebens trainieren. Deine Workout-Buddys dürfen nicht fehlen? Bei dem im Monat 200 Kurse umfassenden Kursprogramm bleibt kein T-Shirt trocken – zusammen schafft ihr alles! Von Zumba® über Langhantelkurse bis hin zu Pilates kann sich ordentlich ausgepowert werden - und das zu einem fairen Preis-Leistungsverhältnis. Du willst Teil der Fitnessloft-Community werden? Dann verschaffe Dir einen eigenen Eindruck und besuche uns. Das FitnessLOFT-Team freut sich auf Dich."
fitbox Wolfsburg City,"['EMS', 'EMS Cardio']",True,"['Premium', 'Max']",Premium,Stadtmitte,Rothenfelder Straße 19,https://urbansportsclub.com//en/venues/fitbox-wolfsburg-city-1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'fitbox Wolfsburg City', 'description': 'fitbox Braunschweig Kennedyplatz freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Wolfsburg, Germany', 'addressCountry': 'Germany', 'postalCode': '38440', 'streetAddress': 'Rothenfelder Straße 19'}, 'telephone': '+44 53618342000', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.4245536', 'longitude': '10.7919353'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1280x720_arav2g6a7tghzl7dtz0y_1725005695573287.png?generation=1725005695640822&amp;alt=media'}",52.4245536,10.7919353,fitbox Braunschweig Kennedyplatz freut sich auf Dich!
EASYFITNESS Gifhorn,['Fitness'],False,"['Classic', 'Premium', 'Max']",Classic,Gifhorn,Am Allerkanal 4,https://urbansportsclub.com//en/venues/easyfitness-gifhorn,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'EASYFITNESS Gifhorn', 'description': 'KOMM REIN. SEI DU SELBST. MACH DEIN DING. Fitness und aktives Gesundheitstraining gehören heute zum Lifestyle. Es geht mittlerweile um mehr als nur um fit werden und Sport in einem Fitnessstudio. Es geht um die Gemeinschaft und um das persönliche Wachstum &amp; die Selbstverwirklichung, um das Erleben der und des Raumes – eben um einen ganz eigenen Lifestyle. Lifestyle and Sport ist das Leitmotiv der Philosophie von EASYFITNESS. Wir stehen dafür, Euch die Inspiration für einen aktiven Alltag zu bieten, Freunde zu treffen und neue Kontakte zu knüpfen. Das Erfolgsrezept dahinter ist denkbar einfach: Sportliche Aktivitäten sollen zu einem festen Lebensbestandteil werden und für jeden zugänglich sein, unabhängig vom Alter, der bisherigen Fitness oder dem Gesundheitszustand. Mit einem attraktiven Beitrag und einer hochwertigen Studioausstattung spricht EASYFITNESS all jene an, die preisbewusst sind, einen hohen Anspruch an das Geräteangebot und Ihr Training stellen und keine Abstriche beim Ambiente des Clubs machen. Die EASYFITNESS-Philosophie „lifestyle and sport“ inspiriert die Mitglieder zu einem aktiven und engagierten Leben. Der Fitness- und Gesundheitssport bei EASYFITNESS soll so einfach und locker sein, dass ihn jeder Mensch in möglichst kurzer Zeit ausüben kann.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Wolfsburg, Germany', 'addressCountry': 'Germany', 'postalCode': '38518', 'streetAddress': 'Am Allerkanal 4'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.4610254', 'longitude': '10.539726'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_1_163552114156175_admin.jpg?generation=1635521141173532&amp;alt=media'}",52.4610254,10.539726,"KOMM REIN. SEI DU SELBST. MACH DEIN DING. Fitness und aktives Gesundheitstraining gehören heute zum Lifestyle. Es geht mittlerweile um mehr als nur um fit werden und Sport in einem Fitnessstudio. Es geht um die Gemeinschaft und um das persönliche Wachstum &amp; die Selbstverwirklichung, um das Erleben der und des Raumes – eben um einen ganz eigenen Lifestyle. Lifestyle and Sport ist das Leitmotiv der Philosophie von EASYFITNESS. Wir stehen dafür, Euch die Inspiration für einen aktiven Alltag zu bieten, Freunde zu treffen und neue Kontakte zu knüpfen. Das Erfolgsrezept dahinter ist denkbar einfach: Sportliche Aktivitäten sollen zu einem festen Lebensbestandteil werden und für jeden zugänglich sein, unabhängig vom Alter, der bisherigen Fitness oder dem Gesundheitszustand. Mit einem attraktiven Beitrag und einer hochwertigen Studioausstattung spricht EASYFITNESS all jene an, die preisbewusst sind, einen hohen Anspruch an das Geräteangebot und Ihr Training stellen und keine Abstriche beim Ambiente des Clubs machen. Die EASYFITNESS-Philosophie „lifestyle and sport“ inspiriert die Mitglieder zu einem aktiven und engagierten Leben. Der Fitness- und Gesundheitssport bei EASYFITNESS soll so einfach und locker sein, dass ihn jeder Mensch in möglichst kurzer Zeit ausüben kann."
Fitness4You - Klötze,['Fitness'],False,"['Classic', 'Premium', 'Max']",Classic,Klötze,Oebisfelder Straße 38,https://urbansportsclub.com//en/venues/fitness4you-klotze,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Fitness4You - Klötze', 'description': 'Dein Fitnessstudio in Klötze, Muskelaufbau, Ausdauer, Vibrationstraining, Abnehmen, Gerätetraining, Functional Training, Virtuelle Kurse, Firmenfitness, Zirkeltraining IMPORTANT: Du findest den Standort direkt hier über diesen Link: https://goo.gl/maps/swf1upm1PEgE7abK7', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Wolfsburg, Germany', 'addressCountry': 'Germany', 'postalCode': '38486', 'streetAddress': 'Oebisfelder Straße 38'}, 'telephone': '+49 174 6931715', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.6251562', 'longitude': '11.1593055'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_5643x3174_9e7ec81b418e-2021_09_16_11_02_14_1664276528396398_admin.jpg?generation=1664276528499867&amp;alt=media'}",52.6251562,11.1593055,"Dein Fitnessstudio in Klötze, Muskelaufbau, Ausdauer, Vibrationstraining, Abnehmen, Gerätetraining, Functional Training, Virtuelle Kurse, Firmenfitness, Zirkeltraining IMPORTANT: Du findest den Standort direkt hier über diesen Link: https://goo.gl/maps/swf1upm1PEgE7abK7"
Fox Training Lüchow,['Fitness'],False,"['Classic', 'Premium', 'Max']",Classic,Lüchow,Seerauer Straße 14,https://urbansportsclub.com//en/venues/fox-training-luchow,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Fox Training Lüchow', 'description': 'Fox Training freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Wolfsburg, Germany', 'addressCountry': 'Germany', 'postalCode': '29439', 'streetAddress': 'Seerauer Straße 14'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.968817', 'longitude': '11.164369'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_fitnesscompressed%20(40)_1650985023570486_admin.jpg?generation=1650985023661529&amp;alt=media'}",52.968817,11.164369,Fox Training freut sich auf Dich!
Ladiesexpress,['Fitness'],False,['Max'],Max,Gifhorn,Braunschweiger Straße 137D,https://urbansportsclub.com//en/venues/ladiesexpress,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Ladiesexpress', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Wolfsburg, Germany', 'addressCountry': 'Germany', 'postalCode': '38518', 'streetAddress': 'Braunschweiger Straße 137D'}, 'telephone': '+44 53719418970', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.464852', 'longitude': '10.5425847'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_ottmhu1dgb4hh2d5ytft_1741002858231043.png?generation=1741002858324412&amp;alt=media'}",52.464852,10.5425847,
