name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Fitness First Mannheim,"['Aqua', 'Bootcamp', 'Dance', 'Fitness', 'Indoor Cycling', 'Pilates', 'Yoga']",False,"['M', 'L', 'XL']",M,Ludwigshafen,Q6 9,https://urbansportsclub.com//en/venues/fitness-first-mannheim,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Fitness First Mannheim', 'description': 'Fitness First freut sich auf dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Mannheim, Germany', 'addressCountry': 'Germany', 'postalCode': '68161', 'streetAddress': 'Q6 9'}, 'telephone': '+49 621 9767810', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.4865237', 'longitude': '8.4712399'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_%28c%29Felix_Steck_f-s-p-3325_1592210023758663_admin.jpg?alt=media'}",49.4865237,8.4712399,Fitness First freut sich auf dich!
Herschelbad,['Swimming'],False,"['S', 'M', 'L', 'XL']",S,Innenstadt/Jungbusch,U3 1,https://urbansportsclub.com//en/venues/herschelbad,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Herschelbad', 'description': 'In Mannheim stehen vier Frei- und Hallenbäder den Wassersportlerinnen und -sportlern sowie den Freizeitschwimmerinnen und -schwimmern zur Verfügung. Mit Babyschwimmen, Schwimmkursen, Wassergymnastik und zahlreichen anderen Aktivitäten besteht in den Bädern ein vielfältiges Angebot, das für jeden etwas Passendes bietet. Freibäder Carl-Benz-Bad Freibad Sandhofen Herzogenriedbad Parkschwimmbad Rheinau Hallenbäder Gartenhallenbad Neckarau Hallenbad Vogelstang Hallenbad Waldhof-Ost Herschelbad ----------- Eislaufen im Eisportzentrum Herzogenried Unter dem Motto „Freizeit im Quadrat - Eislaufen in der City” lädt die Stadt Mannheim alle Eislaufbegeisterten in das Eissportzentrum Herzogenried am Neuen Meßplatz ein. Ein Großteil der Laufzeiten steht für die Öffentlichkeit zur Verfügung. So ist das Eissportzentrum Treffpunkt für Jung und Alt, Groß und Klein, Anfänger, Könner und Sportler. Dementsprechend ist auch das Eislaufangebot auf verschiedene Gruppen wie z. B. Anfänger und Eltern mit Kind, junge Leute und Senioren abgestimmt. Rauf aufs Eis! weitere Infos unter www.mannheim.de/eislaufen BITTE BEACHTE: Der Besuch des Schwimmbades/Eissportzentrums ist nur per Cashback-Prozess möglich. Kaufe bitte regulär eine Eintrittskarte und scanne danach den QR-Code des Urban Sport Clubs, der im Bad/Eisportzentrum aushängt. Wir verrechnen die Eintrittskosten (nicht ermäßigter Einzeleintritt) durch unseren Cashback-Prozess im folgenden Mitgliedsmonat deiner Mitgliedschaft. Aktuelle Informationen zum derzeitigen Betriebskonzept und den Hygieneregeln findest du unter www.schwimmen-mannheim.de oder https://www.mannheim.de/de/service-bieten/sport/eislaufen. Bitte beachte, dass vorab ggf. ein Zeitfenster-Ticket gebucht bzw. E-Ticket erworben werden muss. In allen Hallenbädern gelten die allgemein gültigen Öffnungszeiten. Es wird keine gesonderten Zeitfenster geben, die Bäder sind für alle Besuchergruppen offen. Für den Besuch der Hallenbäder ist keine Online-Reservierung notwendig. Um die Grenzkapazitäten nicht zu überschreiten, werden die Besucherinnen und Besucher am Ein- und Ausgang erfasst. Gegebenenfalls muss bei starkem Andrang kurzfristig mit Wartezeiten gerechnet werden. Die Abstands- und Hygieneregelungen der Landesverordnung sehen vor, dass beim Betreten des Bades die Personaldaten zwingend erfasst werden müssen. Ein Zugang darf ohne Erfassung nicht erfolgen. Um Wartezeiten vor Ort zu vermeiden, können Besucherinnen und Besucher das Formular auf der Website der Bäder vorab herunterladen, ausdrucken und ausfüllen.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Mannheim, Germany', 'addressCountry': 'Germany', 'postalCode': '68161', 'streetAddress': 'U3 1'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.4911432', 'longitude': '8.4719087'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_Herschelbad3_1549467311704392_admin.jpg?alt=media'}",49.4911432,8.4719087,"In Mannheim stehen vier Frei- und Hallenbäder den Wassersportlerinnen und -sportlern sowie den Freizeitschwimmerinnen und -schwimmern zur Verfügung. Mit Babyschwimmen, Schwimmkursen, Wassergymnastik und zahlreichen anderen Aktivitäten besteht in den Bädern ein vielfältiges Angebot, das für jeden etwas Passendes bietet. Freibäder Carl-Benz-Bad Freibad Sandhofen Herzogenriedbad Parkschwimmbad Rheinau Hallenbäder Gartenhallenbad Neckarau Hallenbad Vogelstang Hallenbad Waldhof-Ost Herschelbad ----------- Eislaufen im Eisportzentrum Herzogenried Unter dem Motto „Freizeit im Quadrat - Eislaufen in der City” lädt die Stadt Mannheim alle Eislaufbegeisterten in das Eissportzentrum Herzogenried am Neuen Meßplatz ein. Ein Großteil der Laufzeiten steht für die Öffentlichkeit zur Verfügung. So ist das Eissportzentrum Treffpunkt für Jung und Alt, Groß und Klein, Anfänger, Könner und Sportler. Dementsprechend ist auch das Eislaufangebot auf verschiedene Gruppen wie z. B. Anfänger und Eltern mit Kind, junge Leute und Senioren abgestimmt. Rauf aufs Eis! weitere Infos unter www.mannheim.de/eislaufen BITTE BEACHTE: Der Besuch des Schwimmbades/Eissportzentrums ist nur per Cashback-Prozess möglich. Kaufe bitte regulär eine Eintrittskarte und scanne danach den QR-Code des Urban Sport Clubs, der im Bad/Eisportzentrum aushängt. Wir verrechnen die Eintrittskosten (nicht ermäßigter Einzeleintritt) durch unseren Cashback-Prozess im folgenden Mitgliedsmonat deiner Mitgliedschaft. Aktuelle Informationen zum derzeitigen Betriebskonzept und den Hygieneregeln findest du unter www.schwimmen-mannheim.de oder https://www.mannheim.de/de/service-bieten/sport/eislaufen. Bitte beachte, dass vorab ggf. ein Zeitfenster-Ticket gebucht bzw. E-Ticket erworben werden muss. In allen Hallenbädern gelten die allgemein gültigen Öffnungszeiten. Es wird keine gesonderten Zeitfenster geben, die Bäder sind für alle Besuchergruppen offen. Für den Besuch der Hallenbäder ist keine Online-Reservierung notwendig. Um die Grenzkapazitäten nicht zu überschreiten, werden die Besucherinnen und Besucher am Ein- und Ausgang erfasst. Gegebenenfalls muss bei starkem Andrang kurzfristig mit Wartezeiten gerechnet werden. Die Abstands- und Hygieneregelungen der Landesverordnung sehen vor, dass beim Betreten des Bades die Personaldaten zwingend erfasst werden müssen. Ein Zugang darf ohne Erfassung nicht erfolgen. Um Wartezeiten vor Ort zu vermeiden, können Besucherinnen und Besucher das Formular auf der Website der Bäder vorab herunterladen, ausdrucken und ausfüllen."
Yoga Vidya Mannheim,['Yoga'],False,"['M', 'L', 'XL']",M,Quadrate,G5 17,https://urbansportsclub.com//en/venues/santosha-yoga-zentrum-mannheim,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Vidya Mannheim', 'description': 'Das Santosha Yoga Zentrum Mannheim freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Mannheim, Germany', 'addressCountry': 'Germany', 'postalCode': '68159', 'streetAddress': 'G5 17'}, 'telephone': '+49 621 38047533', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.4909696', 'longitude': '8.4637143'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1688x950_YogaCompressed_1619013561233142_admin.jpg?alt=media'}",49.4909696,8.4637143,Das Santosha Yoga Zentrum Mannheim freut sich auf Dich!
Studio Bloc - Boulderhalle Mannheim,['Bouldering'],False,"['M', 'L', 'XL']",M,Neckarstadt-Ost,Christian-Friedrich-Schwan-Straße 14,https://urbansportsclub.com//en/venues/studio-bloc-mannheim,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Studio Bloc - Boulderhalle Mannheim', 'description': 'Auf rund 2.500 m² Grundfläche bieten wir euch 1400 m² Kletterwandfläche! Vom Anfänger bis zum Profi findet im Studio Bloc jeder eine große Auswahl an Parcours in Schwierigkeitsgraden zwischen 3c und 8a. Und damit es wirklich niemals langweilig wird, schrauben wir dienstags und donnerstags einen Teil der Routen neu. Wenn ihr zwischendurch mal eine Pause braucht, laden unser Bistro, die vielen Sitzmöglichkeiten in der Halle oder unsere sonnige Außenterrasse zum Verweilen ein. Außerdem könnt ihr euch beim Tischtennis oder am Kickertisch duellieren und zeigen, was ihr auf der Slackline draufhabt. In unserem Trainingsbereich findet ihr alles, was ihr zum Aufwärmen, fürs Krafttraining und das Workout nach dem Bouldern benötigt. Und auch die Kleinsten müssen sich bei uns nicht langweilen. Für sie gibt es eine Kinderkletterwand und einen Spielbereich, wo sie unter Aufsicht der Erwachsenen erste Bouldererfahrung sammeln und spielen können.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Mannheim, Germany', 'addressCountry': 'Germany', 'postalCode': '68167', 'streetAddress': 'Christian-Friedrich-Schwan-Straße 14'}, 'telephone': '+44 62178993755', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.496392835', 'longitude': '8.502736323'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1743x980_TE5_5420_1579168654987509_admin.jpg?alt=media'}",49.496392835,8.502736323,"Auf rund 2.500 m² Grundfläche bieten wir euch 1400 m² Kletterwandfläche! Vom Anfänger bis zum Profi findet im Studio Bloc jeder eine große Auswahl an Parcours in Schwierigkeitsgraden zwischen 3c und 8a. Und damit es wirklich niemals langweilig wird, schrauben wir dienstags und donnerstags einen Teil der Routen neu. Wenn ihr zwischendurch mal eine Pause braucht, laden unser Bistro, die vielen Sitzmöglichkeiten in der Halle oder unsere sonnige Außenterrasse zum Verweilen ein. Außerdem könnt ihr euch beim Tischtennis oder am Kickertisch duellieren und zeigen, was ihr auf der Slackline draufhabt. In unserem Trainingsbereich findet ihr alles, was ihr zum Aufwärmen, fürs Krafttraining und das Workout nach dem Bouldern benötigt. Und auch die Kleinsten müssen sich bei uns nicht langweilen. Für sie gibt es eine Kinderkletterwand und einen Spielbereich, wo sie unter Aufsicht der Erwachsenen erste Bouldererfahrung sammeln und spielen können."
Studio 53 - Schwimmen,['Swimming'],False,"['M', 'L', 'XL']",M,Brühl,Hamburger Straße 7,https://urbansportsclub.com//en/venues/studio-53-schwimmen-1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Studio 53 - Schwimmen', 'description': 'Mit dem Studio 53 hast du ein kompetentes Premium-Studio gefunden, der dich auf dem Weg zu deiner körperlichen Fitness begleitet. Mit der Gründung 1984 hat das Team des Studio 53 begonnen, seinen Mitgliedern mit höchster Professionalität und fachlicher Kompetenz das Erreichen ihrer Ziele zu ermöglichen und verfolgt diese Philosophie seit nunmehr 28 Jahren. Ein abwechslungsreiches und gesundheitsorientiertes Programm, welches lediglich von qualifiziertem Personal durchgeführt wird, garantiert deinen Erfolg mit einem hohen Faktor an Spaß. Du stehst als Mensch im Mittelpunkt. Deine Bedürfnisse und das Erreichen seiner Ziele sind das Ziel. Zum Angebot gehört ein umfangreiches Kursprogramm, eine Sauna mit Aussen- und Ruhebereich, eine sehr gut ausgestattete Trainingsfläche und ein Schwimmbecken. Bitte beachte, dass die Nutzung des Schwimmbeckens 5 € extra kostet. Das Studio 53-Team freut sich auf deinen Besuch!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Mannheim, Germany', 'addressCountry': 'Germany', 'postalCode': '50321', 'streetAddress': 'Hamburger Straße 7'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '50.845248', 'longitude': '6.9129624'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1200x675_rkobpqh2g2g0ogypu6px_1705918453331856.png?generation=1705918453382932&amp;alt=media'}",50.845248,6.9129624,"Mit dem Studio 53 hast du ein kompetentes Premium-Studio gefunden, der dich auf dem Weg zu deiner körperlichen Fitness begleitet. Mit der Gründung 1984 hat das Team des Studio 53 begonnen, seinen Mitgliedern mit höchster Professionalität und fachlicher Kompetenz das Erreichen ihrer Ziele zu ermöglichen und verfolgt diese Philosophie seit nunmehr 28 Jahren. Ein abwechslungsreiches und gesundheitsorientiertes Programm, welches lediglich von qualifiziertem Personal durchgeführt wird, garantiert deinen Erfolg mit einem hohen Faktor an Spaß. Du stehst als Mensch im Mittelpunkt. Deine Bedürfnisse und das Erreichen seiner Ziele sind das Ziel. Zum Angebot gehört ein umfangreiches Kursprogramm, eine Sauna mit Aussen- und Ruhebereich, eine sehr gut ausgestattete Trainingsfläche und ein Schwimmbecken. Bitte beachte, dass die Nutzung des Schwimmbeckens 5 € extra kostet. Das Studio 53-Team freut sich auf deinen Besuch!"
aktivZIRKEL,['Fitness'],False,"['M', 'L', 'XL']",M,Rockenhausen,Bezirksamtsstraße 27,https://urbansportsclub.com//en/venues/aktiv-zirkel-rockenhausen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'aktivZIRKEL', 'description': 'Bald 25 Jahre für Ihre Fitness und Gesundheit in Rockenhausen Jeder Fitness-Club hat in der Regel Geräte, Kurse und einen Wellnessbereich. Das alles haben wir natürlich auch, aber uns ist wichtiger unsere Mitglieder mit einer einladenden Atmosphäre und stets gut gelaunten, ansprechbaren und freundlichen Mitarbeiter und Mitarbeiterinnen zu überzeugen. Dazu haben wir uns diese Leitlinien auferlegt: Der Fitness- und Wellness-Club „aktivZIRKEL“ ist ein Club in dem erstklassiger Service höchste Priorität hat. Wir wollen nicht die Billigsten sondern die Besten sein. Die Mitglieder Unsere Mitglieder sind gesundheitsbewusste und fröhliche Menschen, die Fitness und Erholung suchen. Es ist das Ziel der Mitarbeiter des „aktivZIRKEL“, den Mitgliedern den Nutzen zu geben und als Freunde zu behandeln. Die Mitarbeiter Sie gehören zu den Besten der Fitnessbranche, sie schaffen eine positive Atmosphäre und streben einen hohen Grad an qualifizierter Betreuung an. Das Erscheinungsbild Im Ambiente und Ausstattung machen wir keine Kompromisse, es entspricht dem üblichen Stand der Fitnessbranche. Das Ziel Unser Ziel ist es mit allen Mitteln und Möglichkeiten zu helfen, damit unsere Mitglieder mit einer lebensbejahenden Einstellung ein aktiveres und gesünderes Leben führen können. Wenn sich unsere Mitglieder beim Ihrem Aufenthalt in unserem Club wohlfühlen und ihre Trainingsziele erreichen, dann bleiben sie uns auch treu. Das ist die Basis für unseren langjährigen Erfolg.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Mannheim, Germany', 'addressCountry': 'Germany', 'postalCode': '67806', 'streetAddress': 'Bezirksamtsstraße 27'}, 'telephone': '+49 6361 994440', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.6309905', 'longitude': '7.818483'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_pup4jgfqsxm2kudbe5bp_1673002932997650.png?generation=1673002933209048&amp;alt=media'}",49.6309905,7.818483,"Bald 25 Jahre für Ihre Fitness und Gesundheit in Rockenhausen Jeder Fitness-Club hat in der Regel Geräte, Kurse und einen Wellnessbereich. Das alles haben wir natürlich auch, aber uns ist wichtiger unsere Mitglieder mit einer einladenden Atmosphäre und stets gut gelaunten, ansprechbaren und freundlichen Mitarbeiter und Mitarbeiterinnen zu überzeugen. Dazu haben wir uns diese Leitlinien auferlegt: Der Fitness- und Wellness-Club „aktivZIRKEL“ ist ein Club in dem erstklassiger Service höchste Priorität hat. Wir wollen nicht die Billigsten sondern die Besten sein. Die Mitglieder Unsere Mitglieder sind gesundheitsbewusste und fröhliche Menschen, die Fitness und Erholung suchen. Es ist das Ziel der Mitarbeiter des „aktivZIRKEL“, den Mitgliedern den Nutzen zu geben und als Freunde zu behandeln. Die Mitarbeiter Sie gehören zu den Besten der Fitnessbranche, sie schaffen eine positive Atmosphäre und streben einen hohen Grad an qualifizierter Betreuung an. Das Erscheinungsbild Im Ambiente und Ausstattung machen wir keine Kompromisse, es entspricht dem üblichen Stand der Fitnessbranche. Das Ziel Unser Ziel ist es mit allen Mitteln und Möglichkeiten zu helfen, damit unsere Mitglieder mit einer lebensbejahenden Einstellung ein aktiveres und gesünderes Leben führen können. Wenn sich unsere Mitglieder beim Ihrem Aufenthalt in unserem Club wohlfühlen und ihre Trainingsziele erreichen, dann bleiben sie uns auch treu. Das ist die Basis für unseren langjährigen Erfolg."
Gartenhallenbad Neckarau,['Swimming'],False,"['S', 'M', 'L', 'XL']",S,Neckarau,Marguerrestraße 11,https://urbansportsclub.com//en/venues/gartenhallenbad-neckerau,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Gartenhallenbad Neckarau', 'description': 'In Mannheim stehen vier Frei- und Hallenbäder den Wassersportlerinnen und -sportlern sowie den Freizeitschwimmerinnen und -schwimmern zur Verfügung. Mit Babyschwimmen, Schwimmkursen, Wassergymnastik und zahlreichen anderen Aktivitäten besteht in den Bädern ein vielfältiges Angebot, das für jeden etwas Passendes bietet. Freibäder Carl-Benz-Bad Freibad Sandhofen Herzogenriedbad Parkschwimmbad Rheinau Hallenbäder Gartenhallenbad Neckarau Hallenbad Vogelstang Hallenbad Waldhof-Ost Herschelbad ----------- Eislaufen im Eisportzentrum Herzogenried Unter dem Motto „Freizeit im Quadrat - Eislaufen in der City” lädt die Stadt Mannheim alle Eislaufbegeisterten in das Eissportzentrum Herzogenried am Neuen Meßplatz ein. Ein Großteil der Laufzeiten steht für die Öffentlichkeit zur Verfügung. So ist das Eissportzentrum Treffpunkt für Jung und Alt, Groß und Klein, Anfänger, Könner und Sportler. Dementsprechend ist auch das Eislaufangebot auf verschiedene Gruppen wie z. B. Anfänger und Eltern mit Kind, junge Leute und Senioren abgestimmt. Rauf aufs Eis! weitere Infos unter www.mannheim.de/eislaufen BITTE BEACHTE: Der Besuch des Schwimmbades/Eissportzentrums ist nur per Cashback-Prozess möglich. Kaufe bitte regulär eine Eintrittskarte und scanne danach den QR-Code des Urban Sport Clubs, der im Bad/Eisportzentrum aushängt. Wir verrechnen die Eintrittskosten (nicht ermäßigter Einzeleintritt) durch unseren Cashback-Prozess im folgenden Mitgliedsmonat deiner Mitgliedschaft. Aktuelle Informationen zum derzeitigen Betriebskonzept und den Hygieneregeln findest du unter www.schwimmen-mannheim.de oder https://www.mannheim.de/de/service-bieten/sport/eislaufen. Bitte beachte, dass vorab ggf. ein Zeitfenster-Ticket gebucht bzw. E-Ticket erworben werden muss. In allen Hallenbädern gelten die allgemein gültigen Öffnungszeiten. Es wird keine gesonderten Zeitfenster geben, die Bäder sind für alle Besuchergruppen offen. Für den Besuch der Hallenbäder ist keine Online-Reservierung notwendig. Um die Grenzkapazitäten nicht zu überschreiten, werden die Besucherinnen und Besucher am Ein- und Ausgang erfasst. Gegebenenfalls muss bei starkem Andrang kurzfristig mit Wartezeiten gerechnet werden. Die Abstands- und Hygieneregelungen der Landesverordnung sehen vor, dass beim Betreten des Bades die Personaldaten zwingend erfasst werden müssen. Ein Zugang darf ohne Erfassung nicht erfolgen. Um Wartezeiten vor Ort zu vermeiden, können Besucherinnen und Besucher das Formular auf der Website der Bäder vorab herunterladen, ausdrucken und ausfüllen.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Mannheim, Germany', 'addressCountry': 'Germany', 'postalCode': '68199', 'streetAddress': 'Marguerrestraße 11'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.4474835', 'longitude': '8.4896817'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1623x913_gartenhallenbadneckerau2_1590586080126152_admin.jpeg?alt=media'}",49.4474835,8.4896817,"In Mannheim stehen vier Frei- und Hallenbäder den Wassersportlerinnen und -sportlern sowie den Freizeitschwimmerinnen und -schwimmern zur Verfügung. Mit Babyschwimmen, Schwimmkursen, Wassergymnastik und zahlreichen anderen Aktivitäten besteht in den Bädern ein vielfältiges Angebot, das für jeden etwas Passendes bietet. Freibäder Carl-Benz-Bad Freibad Sandhofen Herzogenriedbad Parkschwimmbad Rheinau Hallenbäder Gartenhallenbad Neckarau Hallenbad Vogelstang Hallenbad Waldhof-Ost Herschelbad ----------- Eislaufen im Eisportzentrum Herzogenried Unter dem Motto „Freizeit im Quadrat - Eislaufen in der City” lädt die Stadt Mannheim alle Eislaufbegeisterten in das Eissportzentrum Herzogenried am Neuen Meßplatz ein. Ein Großteil der Laufzeiten steht für die Öffentlichkeit zur Verfügung. So ist das Eissportzentrum Treffpunkt für Jung und Alt, Groß und Klein, Anfänger, Könner und Sportler. Dementsprechend ist auch das Eislaufangebot auf verschiedene Gruppen wie z. B. Anfänger und Eltern mit Kind, junge Leute und Senioren abgestimmt. Rauf aufs Eis! weitere Infos unter www.mannheim.de/eislaufen BITTE BEACHTE: Der Besuch des Schwimmbades/Eissportzentrums ist nur per Cashback-Prozess möglich. Kaufe bitte regulär eine Eintrittskarte und scanne danach den QR-Code des Urban Sport Clubs, der im Bad/Eisportzentrum aushängt. Wir verrechnen die Eintrittskosten (nicht ermäßigter Einzeleintritt) durch unseren Cashback-Prozess im folgenden Mitgliedsmonat deiner Mitgliedschaft. Aktuelle Informationen zum derzeitigen Betriebskonzept und den Hygieneregeln findest du unter www.schwimmen-mannheim.de oder https://www.mannheim.de/de/service-bieten/sport/eislaufen. Bitte beachte, dass vorab ggf. ein Zeitfenster-Ticket gebucht bzw. E-Ticket erworben werden muss. In allen Hallenbädern gelten die allgemein gültigen Öffnungszeiten. Es wird keine gesonderten Zeitfenster geben, die Bäder sind für alle Besuchergruppen offen. Für den Besuch der Hallenbäder ist keine Online-Reservierung notwendig. Um die Grenzkapazitäten nicht zu überschreiten, werden die Besucherinnen und Besucher am Ein- und Ausgang erfasst. Gegebenenfalls muss bei starkem Andrang kurzfristig mit Wartezeiten gerechnet werden. Die Abstands- und Hygieneregelungen der Landesverordnung sehen vor, dass beim Betreten des Bades die Personaldaten zwingend erfasst werden müssen. Ein Zugang darf ohne Erfassung nicht erfolgen. Um Wartezeiten vor Ort zu vermeiden, können Besucherinnen und Besucher das Formular auf der Website der Bäder vorab herunterladen, ausdrucken und ausfüllen."
Clever Fit Mannheim,['Fitness'],False,"['M', 'L', 'XL']",M,Neckarstadt-West,Maybachstraße 10-12,https://urbansportsclub.com//en/venues/clever-fit-mannheim,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Clever Fit Mannheim', 'description': 'Clever Fit Mannheim - Heidelberg freut sich auf deinen Besuch!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Mannheim, Germany', 'addressCountry': 'Germany', 'postalCode': '68169', 'streetAddress': 'Maybachstraße 10-12'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.5042588', 'longitude': '8.4719474'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1686x948_fitnesscompressed_156819247082581_admin.jpg?alt=media'}",49.5042588,8.4719474,Clever Fit Mannheim - Heidelberg freut sich auf deinen Besuch!
Omnis Kampfsportakadamie Mannheim,"['Fitness', 'Modern Self Defense', 'Traditional Asian Martial Arts']",False,"['M', 'L', 'XL']",M,Lindenhof,Seckenheimer Str. 90,https://urbansportsclub.com//en/venues/omnis-kampfsportakadamie-mannheim,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Omnis Kampfsportakadamie Mannheim', 'description': 'MIAMI FITNES BOXING Box dich Fit. Pratzen und Boxsäcke warten bereits auf dich! Hier verbesserst du dein Fitnesslevel.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Mannheim, Germany', 'addressCountry': 'Germany', 'postalCode': '68161', 'streetAddress': 'Seckenheimer Str. 90'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.477889', 'longitude': '8.483051'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_fb4289681085-bild_hyper.3_1_1570527730613296_admin.jpg?alt=media'}",49.477889,8.483051,MIAMI FITNES BOXING Box dich Fit. Pratzen und Boxsäcke warten bereits auf dich! Hier verbesserst du dein Fitnesslevel.
Elite Fight Academy GmbH,"['Boxing Sports', 'Fitness', 'Free Fight', 'Modern Self Defense']",False,"['M', 'L', 'XL']",M,Ludwigshafen,Behrensstraße 19,https://urbansportsclub.com//en/venues/elite-fight-academy,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Elite Fight Academy GmbH', 'description': 'Die Elite Fight Academy freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Mannheim, Germany', 'addressCountry': 'Germany', 'postalCode': '67069', 'streetAddress': 'Behrensstraße 19'}, 'telephone': '+49 6252 6032740', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.493768', 'longitude': '8.37124'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_ahuqhcc421tvv5gb8ieq_1698249060734981.png?generation=1698249060789250&amp;alt=media'}",49.493768,8.37124,Die Elite Fight Academy freut sich auf Dich!
