name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Freibad Schwarzenberg Saarbrücken-St.Johann,['Schwimmen'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Am Schwarzenbergbad,https://urbansportsclub.com//de/venues/freibad-schwarzenberg-saarbrucken-stjohann,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Freibad Schwarzenberg Saarbrücken-St.Johann', 'description': 'Saarbrücker Bäder freuen sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66123', 'streetAddress': 'Am Schwarzenbergbad'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.2382452', 'longitude': '7.0284073'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1688x950_SchwimmenCompressed_1579856612725972_admin.jpg?alt=media'}",49.2382452,7.0284073,Saarbrücker Bäder freuen sich auf Dich!
Hallenbad Saarbrücken-Dudweiler,['Schwimmen'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,St.Avolder Str. 1,https://urbansportsclub.com//de/venues/hallenbad-saarbrucken-dudweiler,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Hallenbad Saarbrücken-Dudweiler', 'description': 'Saarbrücker Bäder freuen sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66125', 'streetAddress': 'St.Avolder Str. 1'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.27671', 'longitude': '7.03117'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1688x950_SchwimmenCompressed_1579856628888196_admin.jpg?alt=media'}",49.27671,7.03117,Saarbrücker Bäder freuen sich auf Dich!
Janardana Yoga Saarbrücken,['Yoga'],False,"['M', 'L', 'XL']",M,Saarbrücken,Theodor-Heuß-Straße 6,https://urbansportsclub.com//de/venues/janardana-yoga-saarbrcken,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Janardana Yoga Saarbrücken', 'description': 'Janardana Yoga freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': 'D-66130', 'streetAddress': 'Theodor-Heuss Straße 6'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.2032735', 'longitude': '7.0341011'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_7494x4215_yo1_1703231478307889_admin.jpg?generation=1703231478457304&amp;alt=media'}",49.2032735,7.0341011,Janardana Yoga freut sich auf Dich!
Outdoor Nation -  Völlklinger Platz,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Völklingen,Am Weltkulturerbe,https://urbansportsclub.com//de/venues/outdoor-nation-vllklinger-platz,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation -  Völlklinger Platz', 'description': 'Outdoor Nation - Danka Spitanovic freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66333', 'streetAddress': 'Am Weltkulturerbe'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.2483468', 'longitude': '6.8444747'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_fitnesscompressed%20(16)_1632845406665791_admin.jpg?generation=1632845406790393&amp;alt=media'}",49.2483468,6.8444747,Outdoor Nation - Danka Spitanovic freut sich auf Dich!
Outdoor Nation - Burg Bucherbach,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Völklingen,Hauptsraße 12,https://urbansportsclub.com//de/venues/outdoor-nation-burg-bucherbach,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation - Burg Bucherbach', 'description': 'Outdoor Nation - Danka Spitanovic freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66346', 'streetAddress': 'Hauptsraße 12'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.300045', 'longitude': '6.8981825'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_fitnesscompressed%20(16)_1632845421505383_admin.jpg?generation=1632845421602132&amp;alt=media'}",49.300045,6.8981825,Outdoor Nation - Danka Spitanovic freut sich auf Dich!
Outdoor Nation - Göttelborn Campus,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Quierschied,Zum Schacht,https://urbansportsclub.com//de/venues/outdoor-nation-gttelborn-campus,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation - Göttelborn Campus', 'description': 'Outdoor Nation - Kevin Thewes freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66287', 'streetAddress': 'Zum Schacht'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.343027', 'longitude': '7.0347583'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_fitnesscompressed%20(16)_163284510280419_admin.jpg?generation=1632845102215001&amp;alt=media'}",49.343027,7.0347583,Outdoor Nation - Kevin Thewes freut sich auf Dich!
Outdoor Nation - Parkplatz Ellipse,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Burgweg 4,https://urbansportsclub.com//de/venues/outdoor-nation-parkplatz-ellipse,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation - Parkplatz Ellipse', 'description': 'Outdoor Nation - Kevin Thewes freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66557', 'streetAddress': 'Burgweg 4'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.37699', 'longitude': '7.05262'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_fitnesscompressed%20(16)_1632845131479713_admin.jpg?generation=1632845131603039&amp;alt=media'}",49.37699,7.05262,Outdoor Nation - Kevin Thewes freut sich auf Dich!
Outdoor Nation - Parkplatz Gondwana,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Bildstockstraße,https://urbansportsclub.com//de/venues/outdoor-nation-parkplatz-gondwana,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation - Parkplatz Gondwana', 'description': 'Outdoor Nation - Danka Spitanovic freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66578', 'streetAddress': 'Bildstockstraße'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.3482339', 'longitude': '7.1150411'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_fitnesscompressed%20(16)_1632845450710698_admin.jpg?generation=1632845450812753&amp;alt=media'}",49.3482339,7.1150411,Outdoor Nation - Danka Spitanovic freut sich auf Dich!
Outdoor Nation - Spielplatz Walpershofen,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Kurzenbergstraße 109,https://urbansportsclub.com//de/venues/outdoor-nation-spielplatz-walpershofen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation - Spielplatz Walpershofen', 'description': 'Outdoor Nation - Danka Spitanovic freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66292', 'streetAddress': 'Kurzenbergstraße 109'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.32206', 'longitude': '6.92043'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_fitnesscompressed%20(16)_1632845435273949_admin.jpg?generation=1632845435352073&amp;alt=media'}",49.32206,6.92043,Outdoor Nation - Danka Spitanovic freut sich auf Dich!
Outdoor Nation Lebach,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Straße der Weißen Rose,https://urbansportsclub.com//de/venues/outdoor-nation-lebach,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Lebach', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66822', 'streetAddress': 'Straße der Weißen Rose'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.402193', 'longitude': '6.8955056'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_szscyz7guqiewzea7nso_1685610770580356.png?generation=1685610770623529&amp;alt=media'}",49.402193,6.8955056,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Outdoor Nation Neunkirchen,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,An den Hochöfen 1,https://urbansportsclub.com//de/venues/outdoor-nation-neunkirchen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Neunkirchen', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66538', 'streetAddress': 'An den Hochöfen 1'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.3465135', 'longitude': '7.1719342'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_uzb8enoj2fji0vdj9dcl_1685610776130793.png?generation=1685610776175641&amp;alt=media'}",49.3465135,7.1719342,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Outdoor Nation Reinheim - Gersheim,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Robert-Schuman-Straße 2,https://urbansportsclub.com//de/venues/outdoor-nation-reinheim-gersheim,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Reinheim - Gersheim', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66453', 'streetAddress': 'Robert-Schuman-Straße 2'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.1350201', 'longitude': '7.1831788'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_zvqjquae3misowans29c_1685610782579844.png?generation=1685610782629844&amp;alt=media'}",49.1350201,7.1831788,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Outdoor Nation Saarbrücken - Berliner Promenade,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Berliner Promenade,https://urbansportsclub.com//de/venues/outdoor-nation-saarbrcken-treppen-berliner-promenade,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Saarbrücken - Berliner Promenade', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66111', 'streetAddress': 'Berliner Promenade'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.235566', 'longitude': '6.992272'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_jgmhzdkd3reumt6cyvaq_1685610789870414.jpg?generation=1685610789942780&amp;alt=media'}",49.235566,6.992272,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Outdoor Nation Saarbrücken - DFG,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Metzer Str. 66,https://urbansportsclub.com//de/venues/outdoor-nation-saarbrcken-dfg,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Saarbrücken - DFG', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66117', 'streetAddress': 'Metzer Str. 66'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.221849', 'longitude': '6.971928'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_vsmbhl1wnswqoemv55co_1685610801153616.jpg?generation=1685610801193845&amp;alt=media'}",49.221849,6.971928,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Outdoor Nation Saarbrücken - Daniel Rauland Gym,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,In der Galgendell 56,https://urbansportsclub.com//de/venues/outdoor-nation-saarbrucken-daniel-rauland-gym,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Saarbrücken - Daniel Rauland Gym', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66117', 'streetAddress': 'In der Galgendell 56'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.21934', 'longitude': '6.97901'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_r49bvoiywmw1enoftoro_1685610794521896.png?generation=1685610794574414&amp;alt=media'}",49.21934,6.97901,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Outdoor Nation Saarbrücken - Eingang DFG,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Hirtenwies 44,https://urbansportsclub.com//de/venues/outdoor-nation-saarbrucken-eingang-dfg,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Saarbrücken - Eingang DFG', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66117', 'streetAddress': 'Hirtenwies 44'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.22192', 'longitude': '6.96563'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_ihvgmuxthoreuf6yalvf_1685610806622462.png?generation=1685610806677341&amp;alt=media'}",49.22192,6.96563,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Outdoor Nation Saarbrücken - Gäste Haus Klaus Erfort,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Mainzer Straße 95,https://urbansportsclub.com//de/venues/outdoor-nation-saarbrucken-gaste-haus-klaus-erfort,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Saarbrücken - Gäste Haus Klaus Erfort', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66117', 'streetAddress': 'Mainzer Straße 95'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.2294566', 'longitude': '7.0075822'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_kmwzujlyg0mi7qosrwxr_1685610812470615.png?generation=1685610812519626&amp;alt=media'}",49.2294566,7.0075822,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Outdoor Nation Saarbrücken - Parkplatz AW Hallen,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Parkplatz Harley Davidson AW Hallen,https://urbansportsclub.com//de/venues/outdoor-nation-saarbrcken-parkplatz-harley-davidson,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Saarbrücken - Parkplatz AW Hallen', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66115', 'streetAddress': 'Parkplatz Harley Davidson AW Hallen'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.253765', 'longitude': '6.933009'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_uzckvt1asvqnlueg0onx_1685610818113206.jpg?generation=1685610818154199&amp;alt=media'}",49.253765,6.933009,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Outdoor Nation Saarbrücken - Schlossberg,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Am Schloßberg 11,https://urbansportsclub.com//de/venues/outdoor-nation-saarbrucken-schlossberg,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Saarbrücken - Schlossberg', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66111', 'streetAddress': 'Am Schloßberg 11'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.2313389', 'longitude': '6.9915146'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_g6qrurzlanfmg1xserpz_1685610822454479.png?generation=1685610822502312&amp;alt=media'}",49.2313389,6.9915146,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Outdoor Nation Saarbrücken - Secret Mountain,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Am Sportplatz 5,https://urbansportsclub.com//de/venues/outdoor-nation-saarbrcken-secret-mountain,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Saarbrücken - Secret Mountain', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66128', 'streetAddress': 'Am Sportplatz 5'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.231272', 'longitude': '6.923134'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_onmzxp8tmqm7dqe96hcs_168561082829885.jpg?generation=1685610828064350&amp;alt=media'}",49.231272,6.923134,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Outdoor Nation Sankt Ingbert,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Saarbrücken,Theodor-Heuss-Platz 20,https://urbansportsclub.com//de/venues/outdoor-nation-sankt-ingbert,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Outdoor Nation Sankt Ingbert', 'description': 'Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66386', 'streetAddress': 'Theodor-Heuss-Platz 20'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.2819599', 'longitude': '7.1176567'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_iodl7vdykzloq7544rez_1685610838186786.png?generation=1685610838232706&amp;alt=media'}",49.2819599,7.1176567,"Wir machen Fitness einfach, effizient und für jeden erschwinglich. Outdoor-Nation verkörpert ein Lebensgefühl. Unter freiem Himmel, bei Wind und Wetter die eigenen Muskeln stählen, Körper und Geist in Form bringen. Zusammen mit tollen Menschen durchhalten, kämpfen und motivieren."
Power Out Zentrum Saarbrücken,"['Boxsport', 'Fahrrad fahren', 'Fitness']",False,"['M', 'L', 'XL']",M,Saarbrücken,Mainzer Straße 155,https://urbansportsclub.com//de/venues/power-out-zentrum-saarbrucken,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Power Out Zentrum Saarbrücken', 'description': 'Power Out Zentrum Saarbrücken freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66121', 'streetAddress': 'Mainzer Straße 155'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.2285448', 'longitude': '7.0145879'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1688x950_MMACompressed_1572258307501050_admin.jpg?alt=media'}",49.2285448,7.0145879,Power Out Zentrum Saarbrücken freut sich auf Dich!
SPORT4SAAR Tennishalle Merzig,['Tennis'],False,"['L', 'XL']",L,Lebach,Saarwiesenring 9,https://urbansportsclub.com//de/venues/sport4saar-tennishalle-merzig,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'SPORT4SAAR Tennishalle Merzig', 'description': 'Das Sport4Saar freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66663', 'streetAddress': 'Saarwiesenring 9'}, 'telephone': '+49 175 7964738', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.4434079', 'longitude': '6.6262915'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_vpwy857xzjpycihk9tda_1708535662896662.png?generation=1708535662977792&amp;alt=media'}",49.4434079,6.6262915,Das Sport4Saar freut sich auf Dich!
