name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
FitVital Erlebniswelt GmbH,['Fitness'],False,"['Classic', 'Premium', 'Max']",Classic,Bamberg,Moosstraße 91-97,https://urbansportsclub.com//en/venues/fitvital-erlebniswelt-gmbh,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'FitVital Erlebniswelt GmbH', 'description': 'Ihr ZIEL ist unser START! Ihr Premiumpartner - Mehr als nur Gewichte und Geräte! Bei uns stehen zur Realisierung Ihrer Gesundheits- und Fitnesswünsche qualifizierte Trainer und Physiotherapeuten an Ihrer Seite. Vom Beginner im Gesundheits-, Sport-, Krafttraining-, Fitness- und Gesundheitsbereich, bis hin zum Fortgeschrittenen, finden Sie in unserem Trainings- und Kursbereich die passende Ausstattung und qualifizierte Unterstützung, die Sie für Ihre Ziele und Ihr Fitnessniveau benötigen. TRAININGSPLAN mit einarbeiten! Durch stetige trainingsbegleitende Einweisung, Anleitung und Beratung gewährleisten wir Fitnesskonzepte die auf Ihre persönlichen Ziele und körperliche Konstitution angepasst sind. Wir tun alles, damit Sie sich bei uns wohlfühlen, denn wir möchten, dass Sie gerne bei uns sind! Trainieren Sie unter netten Leuten und Gleichgesinnten, in angenehmer Atmosphäre.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Bamberg, Germany', 'addressCountry': 'Germany', 'postalCode': '96050', 'streetAddress': 'Moosstraße 91-97'}, 'telephone': '+44 951 917 6121', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.8948707', 'longitude': '10.919955'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1200x674_qva7rxqkqozo3imrp7or_1749208084758997.png?generation=1751996833055438&amp;alt=media'}",49.8948707,10.919955,"Ihr ZIEL ist unser START! Ihr Premiumpartner - Mehr als nur Gewichte und Geräte! Bei uns stehen zur Realisierung Ihrer Gesundheits- und Fitnesswünsche qualifizierte Trainer und Physiotherapeuten an Ihrer Seite. Vom Beginner im Gesundheits-, Sport-, Krafttraining-, Fitness- und Gesundheitsbereich, bis hin zum Fortgeschrittenen, finden Sie in unserem Trainings- und Kursbereich die passende Ausstattung und qualifizierte Unterstützung, die Sie für Ihre Ziele und Ihr Fitnessniveau benötigen. TRAININGSPLAN mit einarbeiten! Durch stetige trainingsbegleitende Einweisung, Anleitung und Beratung gewährleisten wir Fitnesskonzepte die auf Ihre persönlichen Ziele und körperliche Konstitution angepasst sind. Wir tun alles, damit Sie sich bei uns wohlfühlen, denn wir möchten, dass Sie gerne bei uns sind! Trainieren Sie unter netten Leuten und Gleichgesinnten, in angenehmer Atmosphäre."
Blockhelden Bamberg,['Bouldering'],False,"['Classic', 'Premium', 'Max']",Classic,Bamberg,Memmelsdorfer Straße 211,https://urbansportsclub.com//en/venues/blockhelden-bamberg,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Blockhelden Bamberg', 'description': 'Die BLOCKHELDEN Boulderhalle in Bamberg wartet mit einem denkmalgeschützten Gebäude von 1918 auf. Die wie ein Kirchenschiff mit Rundbögen gebaute Halle bietet auf zwei Kletterebenen atemberaubende Perspektiven, geniale Felsformationen und die besondere Atmosphäre, die nur ein Altbau bieten kann. Auf einer Grundfläche von rund 1000m bieten wir euch neben Bouldern für Einsteiger bis zum Profi noch einen Crossfit Bereich, Fingerboards, eine verstellbare Systemwand, ein riesen Campusboard und Steckbrett. Lust auf Yoga? Kein Problem. In unserem Heldenloft könnt ihr an diversen Kursen teilnehmen oder euch auf eigene Faust verbiegen. Ausrüstung könnt ihr bei uns natürlich leihen oder ihr besorgt euch euer eigenes Material unter fachkundiger Beratung in unserer boulderboutique. Das Highlight der Halle ist das Deep Net Soloing. Hierbei könnt ihr in einem Bogen, welcher das Halleninnere überspannt, in bis zu 12m Höhe über einem Fangschutznetz klettern (einmaliger Einweisungskurs nötig). Neben all den Trainingsmöglichkeiten gibt es natürlich auch einen separaten Kinderbereich, frischen Kaffee und fränkisches Bier. Für den Sommer haben wir unseren riesigen Smoker Grill für euch vor der Halle bereit gestellt. Parken könnt ihr direkt am Gebäude. Schaut vorbei. Wir freuen uns.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Bamberg, Germany', 'addressCountry': 'Germany', 'postalCode': '96052', 'streetAddress': 'Memmelsdorfer Straße 211'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.9177', 'longitude': '10.9182717'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1024x576_3f02ff971b58-P3304775_1553785301753047_admin.jpg?generation=1751970145412657&amp;alt=media'}",49.9177,10.9182717,"Die BLOCKHELDEN Boulderhalle in Bamberg wartet mit einem denkmalgeschützten Gebäude von 1918 auf. Die wie ein Kirchenschiff mit Rundbögen gebaute Halle bietet auf zwei Kletterebenen atemberaubende Perspektiven, geniale Felsformationen und die besondere Atmosphäre, die nur ein Altbau bieten kann. Auf einer Grundfläche von rund 1000m bieten wir euch neben Bouldern für Einsteiger bis zum Profi noch einen Crossfit Bereich, Fingerboards, eine verstellbare Systemwand, ein riesen Campusboard und Steckbrett. Lust auf Yoga? Kein Problem. In unserem Heldenloft könnt ihr an diversen Kursen teilnehmen oder euch auf eigene Faust verbiegen. Ausrüstung könnt ihr bei uns natürlich leihen oder ihr besorgt euch euer eigenes Material unter fachkundiger Beratung in unserer boulderboutique. Das Highlight der Halle ist das Deep Net Soloing. Hierbei könnt ihr in einem Bogen, welcher das Halleninnere überspannt, in bis zu 12m Höhe über einem Fangschutznetz klettern (einmaliger Einweisungskurs nötig). Neben all den Trainingsmöglichkeiten gibt es natürlich auch einen separaten Kinderbereich, frischen Kaffee und fränkisches Bier. Für den Sommer haben wir unseren riesigen Smoker Grill für euch vor der Halle bereit gestellt. Parken könnt ihr direkt am Gebäude. Schaut vorbei. Wir freuen uns."
Learn2Fight Bamberg,['Modern Self Defense'],False,"['Classic', 'Premium', 'Max']",Classic,Bamberg,Memmelsdorf Str. 211,https://urbansportsclub.com//en/venues/learn2fight-bamberg,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Learn2Fight Bamberg', 'description': 'In Erlangen bieten wir dir auf knapp 400qm alles was das Kampfsport- und Fitnessherz begehrt. Die Trainingsfläche im Learn2Fight Erlangen umfasst zwei große Bereiche. Denn Kampfsport-Bereich mit 180qm Fläche. Dieser ist mit Matten und zusätzlich 8 Boxsäcken ausgestattet. Hier finden alle unsere Kampfsportangebote sowie natürlich das Krav Maga Training für Erwachsene und Kinder statt. Des Weiteren verfügt das Learn2Fight Erlangen über einen Just Strong Corner mit einer Fläche von knapp 70qm. Das Just Strong ist einzigartig in der Region und rundet unser Angebot vor Ort perfekt ab! Egal ob Du ein Fitness Freak oder blutiger Anfänger bist – MITEINANDER ist das Motto im Learn2Fight. Komm vorbei und überzeuge Dich selbst. In Bamberg bieten wir dir auf knapp 350qm alles was das Kampfsport- und Fitnessherz begehrt. Die Räumlichkeiten verfügen über ausreichend große Umkleiden und Duschen, so dass es selbst bei Seminaren zu keinen Engpässen kommt. Die Trainingsfläche im Learn2Fight Bamberg verfügt über knapp 200qm Mattenfläche. Hier findet das Krav Maga Training für Erwachsene und Kinder statt. Mit unserem umfangreichen Programm bieten wir nicht nur das Beste in Sachen Selbstverteidigung, Kampfsport und Fitness, sondern eine Community, welche ihres Gleichen sucht. Es ist uns wichtig eine Plattform für jedermann zu bieten und es zudem Spaß macht, sich gemeinsam zu entwickeln. Egal ob Du ein Fitness Freak oder blutiger Anfänger bist – MITEINANDER ist das Motto im Learn2Fight. Komm vorbei und überzeuge Dich selbst. Wir freuen uns auf Dich! Dein Learn2Fight Team', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Bamberg, Germany', 'addressCountry': 'Germany', 'postalCode': '96052', 'streetAddress': 'Memmelsdorf Str. 211'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.9177', 'longitude': '10.9182717'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1024x576_Bamberg_155196959044037_admin.jpg?generation=1751969948095826&amp;alt=media'}",49.9177,10.9182717,"In Erlangen bieten wir dir auf knapp 400qm alles was das Kampfsport- und Fitnessherz begehrt. Die Trainingsfläche im Learn2Fight Erlangen umfasst zwei große Bereiche. Denn Kampfsport-Bereich mit 180qm Fläche. Dieser ist mit Matten und zusätzlich 8 Boxsäcken ausgestattet. Hier finden alle unsere Kampfsportangebote sowie natürlich das Krav Maga Training für Erwachsene und Kinder statt. Des Weiteren verfügt das Learn2Fight Erlangen über einen Just Strong Corner mit einer Fläche von knapp 70qm. Das Just Strong ist einzigartig in der Region und rundet unser Angebot vor Ort perfekt ab! Egal ob Du ein Fitness Freak oder blutiger Anfänger bist – MITEINANDER ist das Motto im Learn2Fight. Komm vorbei und überzeuge Dich selbst. In Bamberg bieten wir dir auf knapp 350qm alles was das Kampfsport- und Fitnessherz begehrt. Die Räumlichkeiten verfügen über ausreichend große Umkleiden und Duschen, so dass es selbst bei Seminaren zu keinen Engpässen kommt. Die Trainingsfläche im Learn2Fight Bamberg verfügt über knapp 200qm Mattenfläche. Hier findet das Krav Maga Training für Erwachsene und Kinder statt. Mit unserem umfangreichen Programm bieten wir nicht nur das Beste in Sachen Selbstverteidigung, Kampfsport und Fitness, sondern eine Community, welche ihres Gleichen sucht. Es ist uns wichtig eine Plattform für jedermann zu bieten und es zudem Spaß macht, sich gemeinsam zu entwickeln. Egal ob Du ein Fitness Freak oder blutiger Anfänger bist – MITEINANDER ist das Motto im Learn2Fight. Komm vorbei und überzeuge Dich selbst. Wir freuen uns auf Dich! Dein Learn2Fight Team"
2B - Functional Training,['Functional Training'],False,"['Classic', 'Premium', 'Max']",Classic,Bamberg,Forchheimer Straße 15,https://urbansportsclub.com//en/venues/2b-functional-training,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': '2B - Functional Training', 'description': '2B - EMS Training freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Bamberg, Germany', 'addressCountry': 'Germany', 'postalCode': '96050', 'streetAddress': 'Forchheimer Straße 15'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.8790429', 'longitude': '10.9203373'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1391x782_b14nfn9gxkerngkvtngs_1742474921856711.jpg?generation=1751994866922224&amp;alt=media'}",49.8790429,10.9203373,2B - EMS Training freut sich auf Dich!
Om Shanti Yoga,['Yoga'],False,"['Premium', 'Max']",Premium,Bamberg,Alte Seilerei 11a,https://urbansportsclub.com//en/venues/yoga-vidya-bamberg,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Om Shanti Yoga', 'description': 'Mit unserem Team von über 15 begeisterten YogalehrerInnen freuen wir uns, dich bei uns begrüßen zu dürfen. Bei uns findest du die ideale Atmosphäre zum Entspannen und Auftanken. Losgelöst vom Stress des Alltags kannst du in unseren wunderschönen Räumlichkeiten in der Alten Seilerei zur Ruhe kommen und zu dir selbst finden. Wir bieten dir ein großes Angebot an Yoga, Meditation und Entspannung. Neben unseren zertifizierten Präventionskursen kannst du bei uns offene Klassen, Events oder Workshops besuchen. Für AnfängerInnen und WiedereinsteigerInnen, Schwangere, Kinder, SeniorInnen, Fortgeschrittene und YogiNis mit besonderen Ansprüchen. Außerdem kannst du bei uns deine zweijährige Yogalehrerausbildung absolvieren.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Bamberg, Germany', 'addressCountry': 'Germany', 'postalCode': '96052', 'streetAddress': 'Alte Seilerei 11a'}, 'telephone': '+49 951 3016382', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.9023999', 'longitude': '10.8832711'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_lp9tjp6f9yeokyf33iss_1767010355609179.png?generation=1767010355713945&amp;alt=media'}",49.9023999,10.8832711,"Mit unserem Team von über 15 begeisterten YogalehrerInnen freuen wir uns, dich bei uns begrüßen zu dürfen. Bei uns findest du die ideale Atmosphäre zum Entspannen und Auftanken. Losgelöst vom Stress des Alltags kannst du in unseren wunderschönen Räumlichkeiten in der Alten Seilerei zur Ruhe kommen und zu dir selbst finden. Wir bieten dir ein großes Angebot an Yoga, Meditation und Entspannung. Neben unseren zertifizierten Präventionskursen kannst du bei uns offene Klassen, Events oder Workshops besuchen. Für AnfängerInnen und WiedereinsteigerInnen, Schwangere, Kinder, SeniorInnen, Fortgeschrittene und YogiNis mit besonderen Ansprüchen. Außerdem kannst du bei uns deine zweijährige Yogalehrerausbildung absolvieren."
2B - EMS Training Hirschaid,['EMS'],True,"['Premium', 'Max']",Premium,Bamberg,Luitpoldstraße 18,https://urbansportsclub.com//en/venues/2b-ems-training-1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': '2B - EMS Training Hirschaid', 'description': '2B - EMS Training freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Bamberg, Germany', 'addressCountry': 'Germany', 'postalCode': '96114', 'streetAddress': 'Luitpoldstraße 18'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.8144852', 'longitude': '10.9872869'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1650x928_ewxdrbanswjrqlo2l3n2_1685613508201535.jpg?generation=1751981733353848&amp;alt=media'}",49.8144852,10.9872869,2B - EMS Training freut sich auf Dich!
2B - EMS Training,['EMS'],True,"['Premium', 'Max']",Premium,Bamberg,Forchheimer Straße 15,https://urbansportsclub.com//en/venues/2b-ems-training,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': '2B - EMS Training', 'description': '2B - EMS Training freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Bamberg, Germany', 'addressCountry': 'Germany', 'postalCode': '96050', 'streetAddress': 'Forchheimer Straße 15'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.8790429', 'longitude': '10.9203373'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1650x928_EMS_1680008329948475_admin.jpg?generation=1751980921877785&amp;alt=media'}",49.8790429,10.9203373,2B - EMS Training freut sich auf Dich!
Kraftwerk 20,"['EMS', 'EMS Cardio']",True,"['Premium', 'Max']",Premium,Bamberg,Forchheimer Straße 15,https://urbansportsclub.com//en/venues/kraftwerk-20,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Kraftwerk 20', 'description': 'Kraftwerk20 bietet seit über 9 Jahren hoch qualitatives Personal EMS Training in Bamberg. In nur 20 Minuten pro Woche werden mit Hilfe einer intensiven und individuellen Übungsauswahl an den persönlichen Zielen eines jeden Kunden gefeilt. Egal ob Rückenschmerzen, Fettreduktion, Muskelaufbau, Verbesserung des Herz-Kreislauf-Systems oder der allgemeinen Fitness. Kraftwerk20 setzt auf die bestmögliche Ausbildungsform seiner Mitarbeiter in dieser Branche. In 7 Semestern werden an der größten Deutschen Hochschule für Prävention und Gesundheitsmanagement elementare Kenntnisse zum Thema Fitness, Gesundheit, Verletzungen und Ernährung erworben. Als eigenständig geführte Marke unterliegt Kraftwerk20 keinen hindernden Franchise-Vorgaben und kann daher eine exklusive, unvergleichbare Dienstleistung anbieten.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Bamberg, Germany', 'addressCountry': 'Germany', 'postalCode': '96050', 'streetAddress': 'Forchheimer Straße 15'}, 'telephone': '+49 951 91638105', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.8790429', 'longitude': '10.9203373'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1600x900_438d0cc5bfbb-Trainingsbild_1581667647120425_admin.jpeg?generation=1751974075273303&amp;alt=media'}",49.8790429,10.9203373,"Kraftwerk20 bietet seit über 9 Jahren hoch qualitatives Personal EMS Training in Bamberg. In nur 20 Minuten pro Woche werden mit Hilfe einer intensiven und individuellen Übungsauswahl an den persönlichen Zielen eines jeden Kunden gefeilt. Egal ob Rückenschmerzen, Fettreduktion, Muskelaufbau, Verbesserung des Herz-Kreislauf-Systems oder der allgemeinen Fitness. Kraftwerk20 setzt auf die bestmögliche Ausbildungsform seiner Mitarbeiter in dieser Branche. In 7 Semestern werden an der größten Deutschen Hochschule für Prävention und Gesundheitsmanagement elementare Kenntnisse zum Thema Fitness, Gesundheit, Verletzungen und Ernährung erworben. Als eigenständig geführte Marke unterliegt Kraftwerk20 keinen hindernden Franchise-Vorgaben und kann daher eine exklusive, unvergleichbare Dienstleistung anbieten."
Running City Tours Bamberg,['Running'],False,"['Premium', 'Max']",Premium,Bamberg,Hauptwachstraße 19A,https://urbansportsclub.com//en/venues/running-city-tours-aachen-1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Running City Tours Bamberg', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Bamberg, Germany', 'addressCountry': 'Germany', 'postalCode': '96047', 'streetAddress': 'Hauptwachstraße 19A'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.895889', 'longitude': '10.8907258'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1024x576_gaz7i6rh3zpjtahrtc43_17682324653581.png?generation=1768232465063944&amp;alt=media'}",49.895889,10.8907258,
Tango y más,['Dance'],False,"['Classic', 'Premium', 'Max']",Classic,Bamberg,Jäckstr. 35,https://urbansportsclub.com//en/venues/tango-y-mas,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Tango y más', 'description': 'Tango tanzen und Lernen Zeilen einer Tänzerin: Der Donnerstagabend gehört dem Tango vielleicht war mein Tag lange und anstrengend vielleicht war er gut egal der Donnerstagabend gehört dem Tango silberne Hose oder blaues Kleid oder doch den roten Rock das Ankleiden ist Teil des Rituals auf der Autobahn Vorfreude parken am Ende der Jäckstraße das vertraute rote Licht durch die Glasbausteine Haralds Bus steht auch schon da im Treppenhaus empfängt mich die Musik auf jeder Stufe bleibt der Alltag ein Stück mehr zurück oben dann als erstes ein Blick in die Runde: wer ist heute da? wir umarmen uns, sagen: schön, dass du da bist. die erste Tanda zum Ankommen danach spielt die Zeit keine Rolle mehrich tanze an vielen Orten aber das El puente ist meine homebase meine vertraute plüschige Tango-Heimat', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Bamberg, Germany', 'addressCountry': 'Germany', 'postalCode': '96052', 'streetAddress': 'Jäckstr. 35'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.9059128', 'longitude': '10.880954'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_2048x1152_04d7c77f5049-El_Puente_1585658003607325_admin.jpg?generation=1751974843854498&amp;alt=media'}",49.9059128,10.880954,"Tango tanzen und Lernen Zeilen einer Tänzerin: Der Donnerstagabend gehört dem Tango vielleicht war mein Tag lange und anstrengend vielleicht war er gut egal der Donnerstagabend gehört dem Tango silberne Hose oder blaues Kleid oder doch den roten Rock das Ankleiden ist Teil des Rituals auf der Autobahn Vorfreude parken am Ende der Jäckstraße das vertraute rote Licht durch die Glasbausteine Haralds Bus steht auch schon da im Treppenhaus empfängt mich die Musik auf jeder Stufe bleibt der Alltag ein Stück mehr zurück oben dann als erstes ein Blick in die Runde: wer ist heute da? wir umarmen uns, sagen: schön, dass du da bist. die erste Tanda zum Ankommen danach spielt die Zeit keine Rolle mehrich tanze an vielen Orten aber das El puente ist meine homebase meine vertraute plüschige Tango-Heimat"
