name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Kraftwerk black Label,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Saarbrücken,Bahnhofstraße 54,https://urbansportsclub.com//en/venues/kraftwerk-black-label,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Kraftwerk black Label', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66111', 'streetAddress': 'Bahnhofstraße 54'}, 'telephone': '+49 681 9102052', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.2361013', 'longitude': '6.9936167'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_v51mux1ujcn0grp5qbh7_1744621731405454.png?generation=1744621731489905&amp;alt=media'}",49.2361013,6.9936167,
KBA - Saar,['Bouldering'],False,"['Classic', 'Premium', 'Max']",Classic,Saarbrücken,Herrensohrer Wiesen 1,https://urbansportsclub.com//en/venues/kba-saar,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'KBA - Saar', 'description': 'Bouldern &amp; Klettern im Saarland In Dudweiler - genauer gesagt den Herrensohrer Wiesen - befindet sich unsere familiäre Boulder &amp; Kletterhalle. Auf einer Boulderfläche mit ca 700qm Fläche, verteilt auf 5 Boulderblöcken und 2 zusätzlichen Bereichen findet jedes abenteuerlustige Boulderherz was es begehrt. Als kleines Amuse-Gueule bietet die KBA zwei beidseitig begehbare Kletterwände von 10m Höhe und zahlreiche Trainingsmöglichkeiten (Griffbretter, Campus Board, Klimmzugstange, etc.)', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66125', 'streetAddress': 'Herrensohrer Wiesen 1'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.2738241', 'longitude': '7.0219621'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_3840x2160_e51db4465f7e-_JLC8236_1581508802117826_admin.jpg?alt=media'}",49.2738241,7.0219621,"Bouldern &amp; Klettern im Saarland In Dudweiler - genauer gesagt den Herrensohrer Wiesen - befindet sich unsere familiäre Boulder &amp; Kletterhalle. Auf einer Boulderfläche mit ca 700qm Fläche, verteilt auf 5 Boulderblöcken und 2 zusätzlichen Bereichen findet jedes abenteuerlustige Boulderherz was es begehrt. Als kleines Amuse-Gueule bietet die KBA zwei beidseitig begehbare Kletterwände von 10m Höhe und zahlreiche Trainingsmöglichkeiten (Griffbretter, Campus Board, Klimmzugstange, etc.)"
Das Bad Merzig,['Swimming'],False,"['Classic', 'Premium', 'Max']",Classic,Saarbrücken,Saarwiesenring 3,https://urbansportsclub.com//en/venues/das-bad-merzig,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Das Bad Merzig', 'description': 'Das Bad Merzig freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66663', 'streetAddress': 'Saarwiesenring 3'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.4461172', 'longitude': '6.6263431'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1688x950_SchwimmenCompressed_1574159602765671_admin.jpg?alt=media'}",49.4461172,6.6263431,Das Bad Merzig freut sich auf Dich!
all inclusive Fitness Völklingen,"['Fitness', 'Functional Training']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Völklingen,Saarwiesenstraße 5A,https://urbansportsclub.com//en/venues/jumpers-vlklingen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'all inclusive Fitness Völklingen', 'description': 'Ich packe meinen Koffer und nehme mit: meine Sportsachen – und meine Urban Sports Club-App. Und schon geht&#039;s los! Als Urban Sports Mitglied kannst du in allen jumpers Standorten in Deutschland einchecken. Ob du deine Oma in Hessen besuchst, auf Geschäftsreise in Baden-Württemberg bist oder Urlaub in Bayern, Rheinland-Pfalz oder dem Saarland machst: Auf dein Sportprogramm musst du nicht verzichten. Alle Jumpers Studios bieten dir Kraft- und Ausdauertraining. Genauso steht dir aber auch Functional- oder Zirkeltraining zur Verfügung. Du möchtest mehr erfahren über das volle Angebot im Jumpers Studio deiner Wahl? Dann folge dem link zur Jumpers-website. Deine Urban Sports Club Mitgliedschaft entspricht den Angeboten des Jumpers Premium-Pakets (ausgenommen Cardio Scan). Das Jumpers Team freut sich bereits auf deinen Besuch!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66333', 'streetAddress': 'Saarwiesenstraße 5A'}, 'telephone': '+44 15792613179', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.24645', 'longitude': '6.86843'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1200x674_cghvcuawxdr188vcassx_1723022227300475.png?generation=1723022227402925&amp;alt=media'}",49.24645,6.86843,"Ich packe meinen Koffer und nehme mit: meine Sportsachen – und meine Urban Sports Club-App. Und schon geht&#039;s los! Als Urban Sports Mitglied kannst du in allen jumpers Standorten in Deutschland einchecken. Ob du deine Oma in Hessen besuchst, auf Geschäftsreise in Baden-Württemberg bist oder Urlaub in Bayern, Rheinland-Pfalz oder dem Saarland machst: Auf dein Sportprogramm musst du nicht verzichten. Alle Jumpers Studios bieten dir Kraft- und Ausdauertraining. Genauso steht dir aber auch Functional- oder Zirkeltraining zur Verfügung. Du möchtest mehr erfahren über das volle Angebot im Jumpers Studio deiner Wahl? Dann folge dem link zur Jumpers-website. Deine Urban Sports Club Mitgliedschaft entspricht den Angeboten des Jumpers Premium-Pakets (ausgenommen Cardio Scan). Das Jumpers Team freut sich bereits auf deinen Besuch!"
Hallenbad Saarbrücken-Dudweiler,['Swimming'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Saarbrücken,St.Avolder Str. 1,https://urbansportsclub.com//en/venues/hallenbad-saarbrucken-dudweiler,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Hallenbad Saarbrücken-Dudweiler', 'description': 'Saarbrücker Bäder freuen sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66125', 'streetAddress': 'St.Avolder Str. 1'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.27671', 'longitude': '7.03117'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1688x950_SchwimmenCompressed_1579856628888196_admin.jpg?alt=media'}",49.27671,7.03117,Saarbrücker Bäder freuen sich auf Dich!
Fitklusiv Saarbrücken,['Fitness'],False,"['Classic', 'Premium', 'Max']",Classic,Saarbrücken,Dudweiler Landstraße 141,https://urbansportsclub.com//en/venues/fitklusiv-saarbrcken,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Fitklusiv Saarbrücken', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66123', 'streetAddress': 'Dudweiler Landstraße 141'}, 'telephone': '+44 6819101088', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.2497052', 'longitude': '7.0066635'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_dbqigdck1wk2cd3y9bsa_1745840158899096.png?generation=1745840158961792&amp;alt=media'}",49.2497052,7.0066635,
Dada Boulders Wadgassen,"['Bouldering', 'Fitness']",False,"['Classic', 'Premium', 'Max']",Classic,Wadgassen,Provinzialstr. 57,https://urbansportsclub.com//en/venues/dada-boulders-wadgassen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Dada Boulders Wadgassen', 'description': 'Herzlich Willkommen bei Dada Boulders, deiner modernen Boulderhalle mit einer Trainingsfläche speziell für Klettern und Bodyweight Fitness (Calisthenics, Ninja Sport). Wir legen besonderen Wert auf den Spaß am Lösen komplexer Boulderprobleme in einer entspannten und freundlichen Atmosphäre. Durch unser breites Spektrum finden sowohl Anfänger als auch fortgeschrittene Boulderer bei Dada ihre passenden Herausforderungen. Nach dem Training könnt ihr in unserem Bistro bei Snacks und schnellem WLAN unseren Barista Kaffee genießen. Außerdem bieten wir unseren kleinen Gästen einen Kids Room.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66787', 'streetAddress': 'Provinzialstr. 57'}, 'telephone': '+44 68349091333', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.2614268', 'longitude': '6.809689'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_4032x2268_dbc08fd2b0a0-BD98E369_B193_4B85_BFFB_6E74EF10A168_1707146843121093_admin.jpg?generation=1707146843205525&amp;alt=media'}",49.2614268,6.809689,"Herzlich Willkommen bei Dada Boulders, deiner modernen Boulderhalle mit einer Trainingsfläche speziell für Klettern und Bodyweight Fitness (Calisthenics, Ninja Sport). Wir legen besonderen Wert auf den Spaß am Lösen komplexer Boulderprobleme in einer entspannten und freundlichen Atmosphäre. Durch unser breites Spektrum finden sowohl Anfänger als auch fortgeschrittene Boulderer bei Dada ihre passenden Herausforderungen. Nach dem Training könnt ihr in unserem Bistro bei Snacks und schnellem WLAN unseren Barista Kaffee genießen. Außerdem bieten wir unseren kleinen Gästen einen Kids Room."
clever fit Wittlich,['Fitness'],False,"['Classic', 'Premium', 'Max']",Classic,Wittlich,Schlossstraße 5,https://urbansportsclub.com//en/venues/clever-fit-wittlich,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'clever fit Wittlich', 'description': 'CleverFit freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '54516', 'streetAddress': 'Schlossstraße 5'}, 'telephone': '+44 65719542119', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.9858318', 'longitude': '6.8907825'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_Fitness%20(3)_1715681161675364_admin.jpg?generation=1715681161733034&amp;alt=media'}",49.9858318,6.8907825,CleverFit freut sich auf Dich!
Kombibad Brebach – Fechingen,['Swimming'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Saarbrücken,Provinzialstraße 180,https://urbansportsclub.com//en/venues/kombibad-brebach-fechingen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Kombibad Brebach – Fechingen', 'description': 'Saarbrücker Bäder freuen sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66130', 'streetAddress': 'Provinzialstraße 180'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.19165', 'longitude': '7.07049'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1688x950_SchwimmenCompressed_1579856649302346_admin.jpg?alt=media'}",49.19165,7.07049,Saarbrücker Bäder freuen sich auf Dich!
Rapid Sport,"['Boxing Sports', 'Climbing', 'Fitness', 'Indoor Cycling', 'Meditation', 'Pilates', 'Qi Gong and Tai Chi', 'Wellness', 'Yoga']",False,"['Classic', 'Premium', 'Max']",Classic,Saarbrücken,Deutschherrnpfad 6-12,https://urbansportsclub.com//en/venues/rapid-sport,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Rapid Sport', 'description': 'Hallo! es freut uns, dass Sie Sich für Training und Fitness im Rapid Studio interessieren. Unsere Mitglieder trainieren in angenehmer Atmosphäre, unter Freunden, ihre Fitness, Leistungsfähigkeit und Gesundheit. Wir sind ein starkes Team mit guter Ausbildung und hoher Motivation, um mit Euch einen sportiven, ausgeglichenen Lifestyle zu leben. Unser Versprechen: Wir helfen, dass Sie Ihre Ziele in Bezug auf Fitness und Gesundheit erreichen. Unsere Trainer und Kursleiter haben die fachliche Ausbildung, unser Kursprogramm und unser Gerätepark haben eine passende Auswahl. Hip sind wir nicht, aber solide: Seit 1981 stehen wir für Fitness und Gesundheit in Saarbrücken. Immer zielorientiert erarbeiten wir für unseren Mitglieder individuelle Trainingsprogramme und Kursempfehlungen. Dabei kommt der Spaß am Sport auf keinen Fall zu kurz: Lachen ist eine gute Medizin. Unsere Schwerpunkte: •tGesundheit, Prävention und Rehabilitation •tFigur, Kraft und Leistung •tbreites Kursangebot von A wie Aerobic und über Boxen und Climbing bis Z wie Zumba; •tdie meisten Kurse sind gesundheitsorientiert und als reha Kurse medizinisch zertifiziert •tYoga, Tai Chi, Pilates, Body&amp;Soul Kurse runden das Kursangebot ab. Qualität: Als DiplSportlehrer haben wir die Basis um zertifizierte Prävention bei Rücken, Herzkreislauf und Stress anzubieten, „reha“ haben wir insbes. Für Orthopädie, innere Medizin (Herzsport, Diabetes, PAVK, Adipiositas…), bei Krebserkrankungen und Psychiatrie Rapid Sport freut sich auf deinen Besuch!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Saarbrücken, Germany', 'addressCountry': 'Germany', 'postalCode': '66117', 'streetAddress': 'Deutschherrnpfad 6-12'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '49.231371', 'longitude': '6.9802616'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1181x664__FZ15136_1594640404235401_admin.jpg?alt=media'}",49.231371,6.9802616,"Hallo! es freut uns, dass Sie Sich für Training und Fitness im Rapid Studio interessieren. Unsere Mitglieder trainieren in angenehmer Atmosphäre, unter Freunden, ihre Fitness, Leistungsfähigkeit und Gesundheit. Wir sind ein starkes Team mit guter Ausbildung und hoher Motivation, um mit Euch einen sportiven, ausgeglichenen Lifestyle zu leben. Unser Versprechen: Wir helfen, dass Sie Ihre Ziele in Bezug auf Fitness und Gesundheit erreichen. Unsere Trainer und Kursleiter haben die fachliche Ausbildung, unser Kursprogramm und unser Gerätepark haben eine passende Auswahl. Hip sind wir nicht, aber solide: Seit 1981 stehen wir für Fitness und Gesundheit in Saarbrücken. Immer zielorientiert erarbeiten wir für unseren Mitglieder individuelle Trainingsprogramme und Kursempfehlungen. Dabei kommt der Spaß am Sport auf keinen Fall zu kurz: Lachen ist eine gute Medizin. Unsere Schwerpunkte: •tGesundheit, Prävention und Rehabilitation •tFigur, Kraft und Leistung •tbreites Kursangebot von A wie Aerobic und über Boxen und Climbing bis Z wie Zumba; •tdie meisten Kurse sind gesundheitsorientiert und als reha Kurse medizinisch zertifiziert •tYoga, Tai Chi, Pilates, Body&amp;Soul Kurse runden das Kursangebot ab. Qualität: Als DiplSportlehrer haben wir die Basis um zertifizierte Prävention bei Rücken, Herzkreislauf und Stress anzubieten, „reha“ haben wir insbes. Für Orthopädie, innere Medizin (Herzsport, Diabetes, PAVK, Adipiositas…), bei Krebserkrankungen und Psychiatrie Rapid Sport freut sich auf deinen Besuch!"
