name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Yoga Point Nijmegen,['Yoga'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Nijmegen,Van Welderenstraat 19,https://urbansportsclub.com//en/venues/yoga-point-nijmegen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Point Nijmegen', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nijmegen, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '6511 LW', 'streetAddress': 'Van Welderenstraat 19'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.8431377', 'longitude': '5.8635089'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_rj0znldvad5vm28gk9az_1727700686393364.png?generation=1727700686496828&amp;alt=media'}",51.8431377,5.8635089,
The Kettlebell Club | Nijmegen,"['Fitness', 'Hyrox']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Nijmegen,Groenestraat 215,https://urbansportsclub.com//en/venues/the-kettlebell-club-nijmegen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'The Kettlebell Club | Nijmegen', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nijmegen, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '6531 HH', 'streetAddress': 'Groenestraat 215'}, 'telephone': '+44 629835092', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.831017', 'longitude': '5.8488573'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_2250x1265_e8e46kzwmev7otjif6tv_1726752587487657.png?generation=1726752587587871&amp;alt=media'}",51.831017,5.8488573,
The Kickboxing Society Nijmegen,['Boxing Sports'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Nijmegen,Oude Graafseweg 62,https://urbansportsclub.com//en/venues/the-kickboxing-society-nijmegen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'The Kickboxing Society Nijmegen', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nijmegen, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '6543 PS', 'streetAddress': 'Oude Graafseweg 62'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.8348897', 'longitude': '5.8366123'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_eea6mgbkivzrljbz8tjy_1726820146541881.png?generation=1726820146692838&amp;alt=media'}",51.8348897,5.8366123,
Provectas,"['Bootcamp', 'Boxing Sports', 'Fitness', 'Pilates Reformer', 'Volleyball', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Nijmegen,Mercuriusstraat 7,https://urbansportsclub.com//en/venues/provectas,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Provectas', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nijmegen, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '6541 BM', 'streetAddress': 'Mercuriusstraat 7'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.8528192', 'longitude': '5.8374395'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_tsbjt1n6bv1uypleutvc_1726652787547061.png?generation=1726652787630318&amp;alt=media'}",51.8528192,5.8374395,
Alma Hot Yoga,['Yoga'],False,"['Premium', 'Max']",Premium,Nijmegen,Gerard Noodtstraat 40,https://urbansportsclub.com//en/venues/alma-hot-yoga,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Alma Hot Yoga', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nijmegen, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '6511 SX', 'streetAddress': 'Gerard Noodtstraat 40'}, 'telephone': '+44 625234724', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.8450116', 'longitude': '5.8704779'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1600x899_t9xowck3a6ihpvlbhmfx_1726488862895293.png?generation=1726488863005370&amp;alt=media'}",51.8450116,5.8704779,
Energia Martial Arts,"['Free Fight', 'Mixed Martial Arts']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Nijmegen,Winselingseweg 41,https://urbansportsclub.com//en/venues/energia-martial-arts,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Energia Martial Arts', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nijmegen, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '6541 AH', 'streetAddress': 'Winselingseweg 41'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.8556253', 'longitude': '5.8383422'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_ttrsx52kdvzncf55cild_1727780281531066.png?generation=1727780281638228&amp;alt=media'}",51.8556253,5.8383422,
Gelukkig Lijf Nijmegen,['Fitness'],False,"['Classic', 'Premium', 'Max']",Classic,Nijmegen,Kerkenbos 1072,https://urbansportsclub.com//en/venues/gelukkig-lijf-nijmegen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Gelukkig Lijf Nijmegen', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nijmegen, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '6546 BA', 'streetAddress': 'Kerkenbos 1072'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.8260218', 'longitude': '5.7798268'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_1024x576_nuc9qcjicuvft4ad6skf_1764326008390305.png?generation=1764326008498297&amp;alt=media'}",51.8260218,5.7798268,
Riverland Healthcentre,"['Bootcamp', 'Boxing Sports', 'Dance', 'Fitness', 'Pilates', 'Running', 'Traditional Asian Martial Arts', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Nijmegen,De Biezen 1,https://urbansportsclub.com//en/venues/riverland-healthcentre,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Riverland Healthcentre', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nijmegen, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '6541 BN', 'streetAddress': 'De Biezen 1'}, 'telephone': '+44 857430429', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.8493457', 'longitude': '5.8384787'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1080x607_qemq8s44gphx71ke4zzc_1732087174132120.png?generation=1732087174270774&amp;alt=media'}",51.8493457,5.8384787,
Riverland Healthcentre - Bootcamp Lentse Warrande,"['Bootcamp', 'Fitness', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Nijmegen,Lentse Warande,https://urbansportsclub.com//en/venues/riverland-healthcentre-bootcamp-lentse-warran,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Riverland Healthcentre - Bootcamp Lentse Warrande', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nijmegen, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '6663BB', 'streetAddress': 'Lentse Warande'}, 'telephone': '+44 857430429', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.8572322', 'longitude': '5.8659589'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1200x674_wid7oy0gjij7dj4a4z6u_1727183733537997.png?generation=1727183733654837&amp;alt=media'}",51.8572322,5.8659589,
Riverland Healthcentre - Bootcamp Westerpark,['Bootcamp'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Nijmegen,Rivierstraat,https://urbansportsclub.com//en/venues/riverland-healthcentre-bootcamp-westerpark,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Riverland Healthcentre - Bootcamp Westerpark', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nijmegen, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '6541 AH', 'streetAddress': 'Rivierstraat'}, 'telephone': '+44 857430429', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.8494913', 'longitude': '5.8397876'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1200x674_qnyimqvznrdgg0mj5cx6_1727184087951137.png?generation=1727184088062253&amp;alt=media'}",51.8494913,5.8397876,
