name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Ai Fitness - Studio Oberhausen,"['Fitness', 'Funktionelles Training']",False,"['S', 'M', 'L', 'XL']",S,Oberhausen,Weierstraße 96,https://urbansportsclub.com//de/venues/ai-fitness-studio-oberhausen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Ai Fitness - Studio Oberhausen', 'description': 'Als eine der am schnellsten wachsenden und innovativsten Fitnessstudioketten in Deutschland, ist der Kern unseres Unternehmens eine ehrliche Leidenschaft für Fitness, Gesundheit und Wellbeing. Ziel ist es, unseren Mitgliedern ein erstklassiges Fitnesserlebnis zu bieten, das begeistert, motiviert und dabei erschwinglich bleibt. Um dies zu erreichen, verfolgt Ai Fitness seit 2003 einen ganzheitlichen Ansatz, der auf vier verschiedenen Säulen beruht: Hohe Servicequalität, niedrige Preise All inclusive an 365 Tagen im Jahr. Wir bieten ein herausragendes Leistungsangebot und das zu einem fairen und transparenten Preis. Vielfalt in Training und Ausstattung Fitnesstraining hat sich in den letzten Jahren extrem diversifiziert. Unsere Trainingsmöglichkeiten spiegeln dies wieder und bieten für jeden etwas. Angenehmes Umfeld und Ambiente In jedem unserer Studios hat eine angenehme Trainingsatmosphäre oberste Priorität. So sorgen wir für Motivation und Erfolg im Training. Effiziente Strukturen und Abläufe Mit über 20 Jahren Erfahrung in der Branche wissen wir, worauf es ankommt. Das Ergebnis ist ein erstklassiger Service bei gleichzeitig niedrigen Preisen. Wir kombinieren diese Erfolgsfaktoren zu einem Rundum-Sorglos-Paket, dass jedem Mitglied an 365 Tagen im Jahr zur Verfügung steht. Dabei richtet sich unser Angebot an ein breites Publikum – egal ob Anfänger, Hobbysportler oder fortgeschrittener Athlet – jeder findet hier sein sportliches Zuhause und eine erstklassige Betreuung. In der Praxis findet sich dieses Konzept in der Studiogestaltung wieder. Jeder Ai Fitnessclub ist gemäß der unterschiedlichen Trainingskonzepte in verschiedene Bereiche unterteilt: Funktionales Training, klassisches Gerätetraining, Fitnesskurse, Zirkeltraining oder Cardio – hier findet jeder seinen ganz eigenen Lieblingsbereich. Mit zertifizierten Trainern, einer großen Bandbreite an Trainingsmöglichkeiten, State of the Art-Fitnessequipment, einem vielseitigen Kursangebot, Gesundheitscheck und innovativen Sonderleistungen haben wir den Begriff all inclusive Fitness etabliert. Abgerundet wird dieses attraktive Gesamtpaket durch eine offene und lichtdurchflutete Architektur, hochwertige Umkleiden und Sanitärbereiche mit kostenlosen Duschen sowie unserem stets hilfsbereites Personal. In unseren Studios schaffen wir eine einzigartige Atmosphäre, in der jeder willkommen ist und sich wohlfühlen kann. Unsere Mitglieder sollen sich dabei nicht nur als Kunden, sondern Teil einer inspirierenden und motivierenden Community verstehen. Mit regelmäßigen Aktionen und dynamischen After-Work-Events schaffen wir ein vertrauensvolles Umfeld, das sonst oftmals durch Anonymität gekennzeichnet ist. Fitness in Wohlfühl-Atmosphäre – denn nur wer sich wirklich wohlfühlt, kommt auch gerne zum Training und hat langfristig Erfolg. Und der Trainingserfolg unserer Mitglieder ist dabei unsere Leidenschaft. Ein Ai Fitnessstudio findet sich bestimmt auch in deiner Nähe. Überzeuge dich selbst und lerne uns im Rahmen eines kostenlosen Probetrainings kennen. Wir freuen uns auf dich. Ai Fitness - Erlebe den Unterschied! Bitte schaue vor deinem Besuch in die Hausordnung: https://www.ai-fitness.de/service/hausordnung', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Oberhausen, Germany', 'addressCountry': 'Germany', 'postalCode': '46149', 'streetAddress': 'Weierstraße 96'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.5201649', 'longitude': '6.8312543'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_afbffempigvytjgp9duy_1539335169969188_admin.jpg?alt=media'}",51.5201649,6.8312543,"Als eine der am schnellsten wachsenden und innovativsten Fitnessstudioketten in Deutschland, ist der Kern unseres Unternehmens eine ehrliche Leidenschaft für Fitness, Gesundheit und Wellbeing. Ziel ist es, unseren Mitgliedern ein erstklassiges Fitnesserlebnis zu bieten, das begeistert, motiviert und dabei erschwinglich bleibt. Um dies zu erreichen, verfolgt Ai Fitness seit 2003 einen ganzheitlichen Ansatz, der auf vier verschiedenen Säulen beruht: Hohe Servicequalität, niedrige Preise All inclusive an 365 Tagen im Jahr. Wir bieten ein herausragendes Leistungsangebot und das zu einem fairen und transparenten Preis. Vielfalt in Training und Ausstattung Fitnesstraining hat sich in den letzten Jahren extrem diversifiziert. Unsere Trainingsmöglichkeiten spiegeln dies wieder und bieten für jeden etwas. Angenehmes Umfeld und Ambiente In jedem unserer Studios hat eine angenehme Trainingsatmosphäre oberste Priorität. So sorgen wir für Motivation und Erfolg im Training. Effiziente Strukturen und Abläufe Mit über 20 Jahren Erfahrung in der Branche wissen wir, worauf es ankommt. Das Ergebnis ist ein erstklassiger Service bei gleichzeitig niedrigen Preisen. Wir kombinieren diese Erfolgsfaktoren zu einem Rundum-Sorglos-Paket, dass jedem Mitglied an 365 Tagen im Jahr zur Verfügung steht. Dabei richtet sich unser Angebot an ein breites Publikum – egal ob Anfänger, Hobbysportler oder fortgeschrittener Athlet – jeder findet hier sein sportliches Zuhause und eine erstklassige Betreuung. In der Praxis findet sich dieses Konzept in der Studiogestaltung wieder. Jeder Ai Fitnessclub ist gemäß der unterschiedlichen Trainingskonzepte in verschiedene Bereiche unterteilt: Funktionales Training, klassisches Gerätetraining, Fitnesskurse, Zirkeltraining oder Cardio – hier findet jeder seinen ganz eigenen Lieblingsbereich. Mit zertifizierten Trainern, einer großen Bandbreite an Trainingsmöglichkeiten, State of the Art-Fitnessequipment, einem vielseitigen Kursangebot, Gesundheitscheck und innovativen Sonderleistungen haben wir den Begriff all inclusive Fitness etabliert. Abgerundet wird dieses attraktive Gesamtpaket durch eine offene und lichtdurchflutete Architektur, hochwertige Umkleiden und Sanitärbereiche mit kostenlosen Duschen sowie unserem stets hilfsbereites Personal. In unseren Studios schaffen wir eine einzigartige Atmosphäre, in der jeder willkommen ist und sich wohlfühlen kann. Unsere Mitglieder sollen sich dabei nicht nur als Kunden, sondern Teil einer inspirierenden und motivierenden Community verstehen. Mit regelmäßigen Aktionen und dynamischen After-Work-Events schaffen wir ein vertrauensvolles Umfeld, das sonst oftmals durch Anonymität gekennzeichnet ist. Fitness in Wohlfühl-Atmosphäre – denn nur wer sich wirklich wohlfühlt, kommt auch gerne zum Training und hat langfristig Erfolg. Und der Trainingserfolg unserer Mitglieder ist dabei unsere Leidenschaft. Ein Ai Fitnessstudio findet sich bestimmt auch in deiner Nähe. Überzeuge dich selbst und lerne uns im Rahmen eines kostenlosen Probetrainings kennen. Wir freuen uns auf dich. Ai Fitness - Erlebe den Unterschied! Bitte schaue vor deinem Besuch in die Hausordnung: https://www.ai-fitness.de/service/hausordnung"
Boulderbar Neoliet Oberhausen,['Bouldern'],False,"['M', 'L', 'XL']",M,Oberhausen,Erlenstraße 14,https://urbansportsclub.com//de/venues/boulderbar-neoliet-oberhausen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Boulderbar Neoliet Oberhausen', 'description': 'In der Boulderbar wird ohne Seil und Gurt über Weichbodenmatten geklettert. Du brauchst dazu keinen Kurs, keine Vorkenntnisse und auch keinen Kletterpartner. Komm einfach vorbei, das Boulderbar Team erklärt dir wie es geht und du kannst sofort loslegen. Du brauchst nur sportliche Kleidung und Turnschuhe. Du bist Boulder- Neuling und möchtest eine kleine Einführung? Jeden Samstag zwischen 14 und 18 Uhr bietet die Boulderbar eine ca. 20 minütigen Einführung von einem ausgebildeten Bouldertrainer an. Der Trainer erklärt dir alles rund ums Bouldern und steht dir während der Stunde mit Tipps und Tricks zur Seite. Wir wünschen viel Spaß!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Oberhausen, Germany', 'addressCountry': 'Germany', 'postalCode': '46149', 'streetAddress': 'Erlenstraße 14'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.5162022', 'longitude': '6.8208091'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1360x765__DSC6732_1562319946547311_admin.jpg?alt=media'}",51.5162022,6.8208091,"In der Boulderbar wird ohne Seil und Gurt über Weichbodenmatten geklettert. Du brauchst dazu keinen Kurs, keine Vorkenntnisse und auch keinen Kletterpartner. Komm einfach vorbei, das Boulderbar Team erklärt dir wie es geht und du kannst sofort loslegen. Du brauchst nur sportliche Kleidung und Turnschuhe. Du bist Boulder- Neuling und möchtest eine kleine Einführung? Jeden Samstag zwischen 14 und 18 Uhr bietet die Boulderbar eine ca. 20 minütigen Einführung von einem ausgebildeten Bouldertrainer an. Der Trainer erklärt dir alles rund ums Bouldern und steht dir während der Stunde mit Tipps und Tricks zur Seite. Wir wünschen viel Spaß!"
Halle B1,"['Bootcamp', 'Entspannung', 'Fitness', 'Indoorcycling', 'Pilates', 'Sauna', 'Tanzen', 'Yoga']",False,"['M', 'L', 'XL']",M,Oberhausen,Duisburger Straße 375,https://urbansportsclub.com//de/venues/halle-b1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Halle B1', 'description': 'Die Halle B1 ist ein moderne Sportstätte in einem denkmalgeschützten Gebäude, mit dem Fokus auf individueller Betreuung. Unser Ziel ist es, die Lebensqualität unserer Kunden dauerhaft zu erhöhen und um diesem Anspruch gerecht zu werden nehmen unsere Mitarbeiter regelmäßig an Weiterbildungen teil. So können wir sicherstellen, dass wir immer auf dem neusten Stand wissenschaftlicher Erkenntnisse sind.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Oberhausen, Germany', 'addressCountry': 'Germany', 'postalCode': '46049', 'streetAddress': 'Duisburger Straße 375'}, 'telephone': '+49 208 853427', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.4752274', 'longitude': '6.8323274'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_2048x1152_ewzvpiv0udhjpffcjwek_1654091785337692.png?generation=1654091785469328&amp;alt=media'}",51.4752274,6.8323274,"Die Halle B1 ist ein moderne Sportstätte in einem denkmalgeschützten Gebäude, mit dem Fokus auf individueller Betreuung. Unser Ziel ist es, die Lebensqualität unserer Kunden dauerhaft zu erhöhen und um diesem Anspruch gerecht zu werden nehmen unsere Mitarbeiter regelmäßig an Weiterbildungen teil. So können wir sicherstellen, dass wir immer auf dem neusten Stand wissenschaftlicher Erkenntnisse sind."
Bootchamps - Oberhausen,['Bootcamp'],False,"['M', 'L', 'XL']",M,Oberhausen,Am Kaisergarten,https://urbansportsclub.com//de/venues/bootchamps-oberhausen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Bootchamps - Oberhausen', 'description': 'Be a ChAMP, join the CAMP! Unser hochintensives Zirkeltraining bringt deinen gesamten Körper in Bewegung und die Kalorienverbrennung läuft auf Hochtouren! Egal ob Einsteiger oder Experte – gemeinsam mit Gleichgesinnten pusht ihr euch im Team gegenseitig zu Bestleistungen. Ob im Bootcamp, beim BootTrail oder im Personal Training (1:1 oder 2:1) - an der frischen Luft und in natürlicher Umgebung sorgen unsere bestens ausgebildeten Personal-Coaches für den richtigen Mix aus Abwechslung, Spaß &amp; Motivation. Für Firmen bieten wir maßgeschneiderte Lösungen im Rahmen des Betrieblichen Gesundheitsmanagement. Vereine profitieren von professionellem Athletiktraining. Ein Ereignis besonderer Art sind unsere Fitness-Reisen, die BOOTChAMP&#039;s Beach Camps. Informiere dich jetzt auf https://www.bootchamps.de über die Trainingszeiten an deinem Wunschstandort oder nutze unsere neue Live-Chat-Funktion um deine Fragen los zu werden. Dein BOOTCHAMP`s Team freut sich darauf, dich fit machen zu dürfen.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Oberhausen, Germany', 'addressCountry': 'Germany', 'postalCode': '46049', 'streetAddress': 'Am Kaisergarten'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.487477', 'longitude': '6.8574707'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1064x599_8FF3B211-3A88-4B4A-948F-E03EAFA9A988_155196263591353_admin.jpeg?alt=media'}",51.487477,6.8574707,"Be a ChAMP, join the CAMP! Unser hochintensives Zirkeltraining bringt deinen gesamten Körper in Bewegung und die Kalorienverbrennung läuft auf Hochtouren! Egal ob Einsteiger oder Experte – gemeinsam mit Gleichgesinnten pusht ihr euch im Team gegenseitig zu Bestleistungen. Ob im Bootcamp, beim BootTrail oder im Personal Training (1:1 oder 2:1) - an der frischen Luft und in natürlicher Umgebung sorgen unsere bestens ausgebildeten Personal-Coaches für den richtigen Mix aus Abwechslung, Spaß &amp; Motivation. Für Firmen bieten wir maßgeschneiderte Lösungen im Rahmen des Betrieblichen Gesundheitsmanagement. Vereine profitieren von professionellem Athletiktraining. Ein Ereignis besonderer Art sind unsere Fitness-Reisen, die BOOTChAMP&#039;s Beach Camps. Informiere dich jetzt auf https://www.bootchamps.de über die Trainingszeiten an deinem Wunschstandort oder nutze unsere neue Live-Chat-Funktion um deine Fragen los zu werden. Dein BOOTCHAMP`s Team freut sich darauf, dich fit machen zu dürfen."
GOLFeasy,['Golfspielen'],False,"['M', 'L', 'XL']",M,Oberhausen,Jacobistr. 35,https://urbansportsclub.com//de/venues/easygolf,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'GOLFeasy', 'description': 'Golf im Pott lernen und spielen mit GOLFeasy-Oberhausen! Ihr könnt mit Eurer USC-Mitgliedschaft unterschiedliche Leistungen in Anspruch nehmen. Golfkurse: Mit GOLFeasy-learning könnt Ihr ohne Golfclub-Mitgliedschaft, in nur 4 Kursen a 2 Stunden, die Grundlagen kennenlernen und spielt bereits auf dem Golfplatz. Wenn Ihr an den Kursen (1 bis 4) teilgenommen habt, garantieren wir Euch unsere Platzerlaubnis für den Jacobiplatz. Die offizielle DGV-Platzreife könnt Ihr im Anschluss bei GOLFeasy erspielen und den offiziellen DGV-Ausweis buchen. Zwischen diesen Leistungen könnt Ihr wählen: Kurse: GOLFeasy-learning Kurse 1-4 Freies Training: 200 Rangebälle mit Rangefee oder 9 Löcher Greenfee von Mo-Sa mit Startzeit vor 16.30. GOLFeasy freut sich auf Euch!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Oberhausen, Germany', 'addressCountry': 'Germany', 'postalCode': '46119', 'streetAddress': 'Jacobistr. 35'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.5222077', 'longitude': '6.8868805'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_566e9c_2b17661904b147c0ba363b88cd79476a_1565765889335330_admin.jpg?alt=media'}",51.5222077,6.8868805,"Golf im Pott lernen und spielen mit GOLFeasy-Oberhausen! Ihr könnt mit Eurer USC-Mitgliedschaft unterschiedliche Leistungen in Anspruch nehmen. Golfkurse: Mit GOLFeasy-learning könnt Ihr ohne Golfclub-Mitgliedschaft, in nur 4 Kursen a 2 Stunden, die Grundlagen kennenlernen und spielt bereits auf dem Golfplatz. Wenn Ihr an den Kursen (1 bis 4) teilgenommen habt, garantieren wir Euch unsere Platzerlaubnis für den Jacobiplatz. Die offizielle DGV-Platzreife könnt Ihr im Anschluss bei GOLFeasy erspielen und den offiziellen DGV-Ausweis buchen. Zwischen diesen Leistungen könnt Ihr wählen: Kurse: GOLFeasy-learning Kurse 1-4 Freies Training: 200 Rangebälle mit Rangefee oder 9 Löcher Greenfee von Mo-Sa mit Startzeit vor 16.30. GOLFeasy freut sich auf Euch!"
Fitness Neutorgalerie,"['Fitness', 'Wellness']",False,"['M', 'L', 'XL']",M,Dinslaken,Saarstraße 15,https://urbansportsclub.com//de/venues/fitness-neutorgalerie,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Fitness Neutorgalerie', 'description': 'Menschen treffen …und Freundschaften schließen. Bei uns treffen Sie in gepflegter Atmosphäre viele nette Menschen. Neben unseren freundlichen Empfangs-Damen und den sympathischen Trainern und Kursleitern, stoßen Sie bei jedem Training auf andere Fitness-Interessierte. Oft ergeben sich Verabredungen zu gemeinsamen Trainingseinheiten und mit der Zeit Freundschaften. Wir bieten die Fitness-Sensation in Dinslaken zum absoluten Discount-Preis! HIGHLIGHTS Über 2.000 m² in exklusiver Loft-Optik Top-zentrale Lage, direkt in der Neutorgalerie Privatsphäre in Umkleiden und Duschbereichen Top-belüftete Trainingsflächen Klimatisierte Kursräume', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Oberhausen, Germany', 'addressCountry': 'Germany', 'postalCode': '46535', 'streetAddress': 'Saarstraße 15'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.5622522', 'longitude': '6.739932'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_4908x2761_fc531f777d71-fit_in_dinslaken_2_acd86b79%20(2)%20-%20copie_1693225332762542_admin.jpg?generation=1693225332842886&amp;alt=media'}",51.5622522,6.739932,"Menschen treffen …und Freundschaften schließen. Bei uns treffen Sie in gepflegter Atmosphäre viele nette Menschen. Neben unseren freundlichen Empfangs-Damen und den sympathischen Trainern und Kursleitern, stoßen Sie bei jedem Training auf andere Fitness-Interessierte. Oft ergeben sich Verabredungen zu gemeinsamen Trainingseinheiten und mit der Zeit Freundschaften. Wir bieten die Fitness-Sensation in Dinslaken zum absoluten Discount-Preis! HIGHLIGHTS Über 2.000 m² in exklusiver Loft-Optik Top-zentrale Lage, direkt in der Neutorgalerie Privatsphäre in Umkleiden und Duschbereichen Top-belüftete Trainingsflächen Klimatisierte Kursräume"
BuggyFit Oberhausen - Kaisergarten,['Fitness'],False,"['M', 'L', 'XL']",M,Oberhausen,Konrad-Adenauer-Allee 46,https://urbansportsclub.com//de/venues/buggyfit-oberhausen-kaisergarten,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'BuggyFit Oberhausen - Kaisergarten', 'description': 'Die moderne Alternative für Mütter, die sich trotzdem sportlich betätigen wollen. Hier kannst du dich als Mitglied des Urban Sports Clubs auspowern, fit werden und Spaß haben. Die Kurse sind speziell auf die Bedüfnisse von werdenden bzw. jungen Mütter zugeschnitten. Kompetente und freundliche Trainer helfen dir, deine Ziele zu verwirklichen und stehen dir bei Fragen gerne zur Verfügung. Probier’ doch einfach mal einen Kurrs aus, lerne neue Freunde kennen und entdecke den Sport als Spaß für Mutter und Kind.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Oberhausen, Germany', 'addressCountry': 'Germany', 'postalCode': '46047', 'streetAddress': 'Konrad-Adenauer-Allee 46'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.4924', 'longitude': '6.86133'}, 'priceRange': '-', 'image': 'https://urbansportsclub.com/images/merchant/venueHome.jpg'}",51.4924,6.86133,"Die moderne Alternative für Mütter, die sich trotzdem sportlich betätigen wollen. Hier kannst du dich als Mitglied des Urban Sports Clubs auspowern, fit werden und Spaß haben. Die Kurse sind speziell auf die Bedüfnisse von werdenden bzw. jungen Mütter zugeschnitten. Kompetente und freundliche Trainer helfen dir, deine Ziele zu verwirklichen und stehen dir bei Fragen gerne zur Verfügung. Probier’ doch einfach mal einen Kurrs aus, lerne neue Freunde kennen und entdecke den Sport als Spaß für Mutter und Kind."
CrossFit® Dinslaken,['Crosstraining'],False,"['L', 'XL']",L,Dinslaken,Liebigstraße 5,https://urbansportsclub.com//de/venues/crossfit-dinslaken,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'CrossFit® Dinslaken', 'description': 'CrossFit® Dinslaken freut sich auf Dich!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Oberhausen, Germany', 'addressCountry': 'Germany', 'postalCode': '46539', 'streetAddress': 'Liebigstraße 5'}, 'telephone': '+49 1575 4407972', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.5626606', 'longitude': '6.7967433'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1024x576_e205b8d88f53-CFD_USC_Titelbild2%20(1)_1649922301764308_admin.jpg?generation=1649922301863813&amp;alt=media'}",51.5626606,6.7967433,CrossFit® Dinslaken freut sich auf Dich!
Go Mama! Oberhausen,['Family Sports'],False,"['M', 'L', 'XL']",M,Oberhausen,Schlossparkplatz,https://urbansportsclub.com//de/venues/go-mama-oberhausen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Go Mama! Oberhausen', 'description': 'Jede Mutter weiß wie schwierig es ist, nach der Geburt die überschüssigen Pfunde loszuwerden. Meistens scheitert es daran, dass die Betreuung für´s Kind fehlt um sich dem Sport in ausreichendem Maße zu widmen. Go Mama! Outdoor Fitness Training für Mütter mit Kinderwagen hilft Ihnen dabei, gemeinsam mit Ihrem Kind, Ihre persönlichen Fitnessziele zu erreichen und sich wieder im eigenen Körper gut zu fühlen. Das Training ist auf die Bedürfnisse von Frauen nach der Schwangerschaft ausgerichtet. Sie trainieren und Ihr Kind bekommt eine extra Portion frische Luft.', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Oberhausen, Germany', 'addressCountry': 'Germany', 'postalCode': '', 'streetAddress': 'Schlossparkplatz'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.4963341', 'longitude': '6.8637765'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1200x675_go-mama-outdoor-fitness-_1543501440273457_admin.jpg?alt=media'}",51.4963341,6.8637765,"Jede Mutter weiß wie schwierig es ist, nach der Geburt die überschüssigen Pfunde loszuwerden. Meistens scheitert es daran, dass die Betreuung für´s Kind fehlt um sich dem Sport in ausreichendem Maße zu widmen. Go Mama! Outdoor Fitness Training für Mütter mit Kinderwagen hilft Ihnen dabei, gemeinsam mit Ihrem Kind, Ihre persönlichen Fitnessziele zu erreichen und sich wieder im eigenen Körper gut zu fühlen. Das Training ist auf die Bedürfnisse von Frauen nach der Schwangerschaft ausgerichtet. Sie trainieren und Ihr Kind bekommt eine extra Portion frische Luft."
Sprungzwei,"['Funktionelles Training', 'Lauftreff']",False,"['M', 'L', 'XL']",M,Oberhausen,Kaisergarten,https://urbansportsclub.com//de/venues/sprungzwei,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Sprungzwei', 'description': 'Willkommen bei Sprungzwei! Unser Team besteht aus qualifizierten Personal Trainern, Ernährungsberatern und Mentaltrainern. Wir unterstützen Sie bei der Erreichung Ihrer ganz persönlichen Ziele. Erlebe in unseren Bootcamps ein unvergeßliches Training in der Kleingruppe und lass Dein Fett schmelzen.Ob Anfänger oder Fortgeschrittene – wir haben für jeden das optimale Training. Kräftige Deine Muskeln, trainiere Deine Ausdauer und verbrenne bis zu 900 Kalorien – das alles in 60 Minuten!', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Oberhausen, Germany', 'addressCountry': 'Germany', 'postalCode': '46045', 'streetAddress': 'Kaisergarten'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '51.487477', 'longitude': '6.8574707'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1249x703_oberhausen-2016-2_1550154645111920_admin.jpg?alt=media'}",51.487477,6.8574707,"Willkommen bei Sprungzwei! Unser Team besteht aus qualifizierten Personal Trainern, Ernährungsberatern und Mentaltrainern. Wir unterstützen Sie bei der Erreichung Ihrer ganz persönlichen Ziele. Erlebe in unseren Bootcamps ein unvergeßliches Training in der Kleingruppe und lass Dein Fett schmelzen.Ob Anfänger oder Fortgeschrittene – wir haben für jeden das optimale Training. Kräftige Deine Muskeln, trainiere Deine Ausdauer und verbrenne bis zu 900 Kalorien – das alles in 60 Minuten!"
