name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Anytime Fitness Nice,['Fitness'],False,"['Classic', 'Premium', 'Max']",Classic,Riquier,Rue Beaumont 38,https://urbansportsclub.com//en/venues/anytime-fitness-nice,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Anytime Fitness Nice', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nice, France', 'addressCountry': 'France', 'postalCode': '06300', 'streetAddress': 'Rue Beaumont 38'}, 'telephone': '+44 766771701', 'geo': {'@type': 'GeoCoordinates', 'latitude': '43.7034208', 'longitude': '7.2862704'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1356x762_wse9fhmskkheh0cdgiqo_1740905748217303.png?generation=1740905748350312&amp;alt=media'}",43.7034208,7.2862704,
Arkose - Nice,['Bouldering'],False,"['Classic', 'Premium', 'Max']",Classic,Saint-Isidore,"Centre Commercial Nice Valley, Boulevard des Jardiniers",https://urbansportsclub.com//en/venues/arkose-nice,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Arkose - Nice', 'description': '-', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nice, France', 'addressCountry': 'France', 'postalCode': '06200', 'streetAddress': 'Centre Commercial Nice Valley, Boulevard des Jardiniers'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '43.705624', 'longitude': '7.1939522'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_2048x1152_Arkose%20Nice_050320%20(9)_1715072979512519_admin.jpg?generation=1715072979587305&amp;alt=media'}",43.705624,7.1939522,-
LE LAB Cycling,['Cycling'],False,"['Premium', 'Max']",Premium,Vieux-Nice,Rue Cassini 22,https://urbansportsclub.com//en/venues/le-lab-cycling,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'LE LAB Cycling', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nice, France', 'addressCountry': 'France', 'postalCode': '06300', 'streetAddress': 'Rue Cassini 22'}, 'telephone': '+44 493565736', 'geo': {'@type': 'GeoCoordinates', 'latitude': '43.6990442', 'longitude': '7.2836657'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_640x360_nre2eqbomca3slsanzio_1772624978716726.png?generation=1772624978885494&amp;alt=media'}",43.6990442,7.2836657,
LE LAB Pilates Yoga,"['Pilates', 'Relaxation', 'Yoga']",False,"['Premium', 'Max']",Premium,Vieux-Nice,Rue Cassini 22,https://urbansportsclub.com//en/venues/le-lab-pilates-yoga,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'LE LAB Pilates Yoga', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nice, France', 'addressCountry': 'France', 'postalCode': '06300', 'streetAddress': 'Rue Cassini 22'}, 'telephone': '_', 'geo': {'@type': 'GeoCoordinates', 'latitude': '43.6992793', 'longitude': '7.2828978'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_680x382_nwtegfafzdktmgntapa9_1773654852588752.png?generation=1773654852730675&amp;alt=media'}",43.6992793,7.2828978,
LE LAB Training,"['Crosstraining', 'Fitness', 'Relaxation']",False,"['Premium', 'Max']",Premium,Vieux-Nice,Rue Cassini 22,https://urbansportsclub.com//en/venues/le-lab-training,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'LE LAB Training', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nice, France', 'addressCountry': 'France', 'postalCode': '06300', 'streetAddress': 'Rue Cassini 22'}, 'telephone': '_', 'geo': {'@type': 'GeoCoordinates', 'latitude': '43.6992793', 'longitude': '7.2828978'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/venues%2Foriginal_680x382_asbukyr4snmwebc7ppto_1773654911630303.png?generation=1773654911774580&amp;alt=media'}",43.6992793,7.2828978,
Piscine Comte de Falicon,['Swimming'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Le Ray,Boulevard Comte de Falicon 13,https://urbansportsclub.com//en/venues/piscine-comte-de-falicon,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Piscine Comte de Falicon', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nice, France', 'addressCountry': 'France', 'postalCode': '06100', 'streetAddress': 'Boulevard Comte de Falicon 13'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '43.729584', 'longitude': '7.255336'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1322x744_u0mdvjestj1839wi1ahb_1736865630454373.png?generation=1736865630548794&amp;alt=media'}",43.729584,7.255336,
Piscine Fernand Anelli – le Piol,['Swimming'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Vernier,Avenue Paul Arène 36,https://urbansportsclub.com//en/venues/piscine-fernand-anelli-le-piol,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Piscine Fernand Anelli – le Piol', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nice, France', 'addressCountry': 'France', 'postalCode': '06000', 'streetAddress': 'Avenue Paul Arène 36'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '43.7083826', 'longitude': '7.2521769'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1322x744_hgkxs50ce7erthlbqtok_1736932776276472.png?generation=1736932776367358&amp;alt=media'}",43.7083826,7.2521769,
Piscine Jean Bouin,['Swimming'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Riquier,Rue Jean Allègre 2,https://urbansportsclub.com//en/venues/piscine-jean-bouin,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Piscine Jean Bouin', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nice, France', 'addressCountry': 'France', 'postalCode': '06000', 'streetAddress': 'Rue Jean Allègre 2'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '43.7079062', 'longitude': '7.2810067'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1322x744_covoufxjf6v3izfwd4bj_173686606058539.png?generation=1736866060143343&amp;alt=media'}",43.7079062,7.2810067,
Piscine Jean Médecin,['Swimming'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Jean-Médecin,Rue de France 178,https://urbansportsclub.com//en/venues/piscine-jean-mdecin,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Piscine Jean Médecin', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nice, France', 'addressCountry': 'France', 'postalCode': '06000', 'streetAddress': 'Rue de France 178'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '43.6920774', 'longitude': '7.2459313'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_ep9rry09lup9lx1my5no_1736867853389786.png?generation=1736867853469821&amp;alt=media'}",43.6920774,7.2459313,
Piscine Saint-Augustin,['Swimming'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Saint-Augustin,Rue de la Santoline,https://urbansportsclub.com//en/venues/piscine-saint-augustin,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Piscine Saint-Augustin', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Nice, France', 'addressCountry': 'France', 'postalCode': '06200', 'streetAddress': 'Rue de la Santoline'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '43.6733662', 'longitude': '7.2033881'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1322x744_fynjlqmdqeuxpk4eohwi_1736932552894324.png?generation=1736932553053676&amp;alt=media'}",43.6733662,7.2033881,
